isoform	structural_category	filter_reason
PB.15686.1	incomplete-splice_match	perc_A_downstream_TTS: 75.0 > 59
PB.15694.1	novel_in_catalog	all_canonical: nan; perc_A_downstream_TTS: 85.0 > 59
PB.15697.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.15702.1	incomplete-splice_match	RTS_stage: True
PB.15706.1	full-splice_match	perc_A_downstream_TTS: 95.0 > 59
PB.15715.1	incomplete-splice_match	RTS_stage: True
PB.15718.1	novel_not_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 100.0 > 59; all_canonical: non_canonical
PB.15718.2	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 65.0 > 59
PB.15722.1	incomplete-splice_match	all_canonical: nan
PB.15725.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.15728.1	novel_in_catalog	RTS_stage: True; min_cov: 1.0 < 3
PB.15728.4	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.15740.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.15743.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 85.0 > 59
PB.15747.2	novel_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 70.0 > 59
PB.15747.3	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True; perc_A_downstream_TTS: 70.0 > 59
PB.15747.4	novel_not_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 70.0 > 59
PB.15747.5	novel_not_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 70.0 > 59
PB.15750.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.15751.1	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.15751.3	novel_in_catalog	RTS_stage: True; min_cov: 1.0 < 3
PB.15751.4	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.15754.1	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.15755.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.15760.1	novel_in_catalog	perc_A_downstream_TTS: 90.0 > 59
PB.15763.1	novel_in_catalog	RTS_stage: True
PB.15767.1	incomplete-splice_match	perc_A_downstream_TTS: 85.0 > 59
PB.15768.3	novel_not_in_catalog	perc_A_downstream_TTS: 90.0 > 59; min_cov: 0.0 < 3; RTS_stage: True
PB.15770.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True; perc_A_downstream_TTS: 85.0 > 59
PB.15774.3	novel_not_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 100.0 > 59
PB.15775.1	novel_not_in_catalog	perc_A_downstream_TTS: 85.0 > 59
PB.15780.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.15784.1	novel_in_catalog	RTS_stage: True
PB.15787.1	incomplete-splice_match	min_cov: 2.0 < 3; perc_A_downstream_TTS: 85.0 > 59
PB.15791.1	novel_in_catalog	perc_A_downstream_TTS: 80.0 > 59; min_cov: 1.0 < 3
PB.15793.1	incomplete-splice_match	perc_A_downstream_TTS: 90.0 > 59
PB.15796.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.15798.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.15802.1	genic	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.15808.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.15808.2	novel_in_catalog	all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.15814.2	incomplete-splice_match	min_cov: 0.0 < 3; perc_A_downstream_TTS: 100.0 > 59
PB.15814.3	novel_not_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 85.0 > 59
PB.15815.1	antisense	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.15817.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.15822.1	incomplete-splice_match	perc_A_downstream_TTS: 95.0 > 59
PB.15826.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.15829.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.15832.1	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.15832.3	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.15832.5	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.15832.6	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.15836.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.15837.1	novel_not_in_catalog	RTS_stage: True; min_cov: 1.0 < 3
PB.15839.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.22971.2	incomplete-splice_match	perc_A_downstream_TTS: 60.0 > 59
PB.22972.1	incomplete-splice_match	all_canonical: nan
PB.22974.1	full-splice_match	perc_A_downstream_TTS: 85.0 > 59
PB.22978.1	novel_in_catalog	RTS_stage: True
PB.22978.3	incomplete-splice_match	perc_A_downstream_TTS: 90.0 > 59
PB.22986.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.22989.4	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.22990.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 85.0 > 59
PB.22996.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.23001.2	novel_in_catalog	perc_A_downstream_TTS: 60.0 > 59
PB.23004.2	novel_not_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 75.0 > 59
PB.23008.1	intergenic	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.23010.1	incomplete-splice_match	RTS_stage: True
PB.23012.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.23013.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.23015.1	novel_in_catalog	all_canonical: nan
PB.23016.1	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.23023.1	incomplete-splice_match	RTS_stage: True
PB.23024.1	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.23026.1	genic	all_canonical: nan; perc_A_downstream_TTS: 85.0 > 59
PB.23041.1	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.23045.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.23047.1	novel_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 70.0 > 59
PB.23047.2	novel_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 70.0 > 59
PB.23049.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.23052.1	novel_in_catalog	perc_A_downstream_TTS: 80.0 > 59
PB.23052.2	incomplete-splice_match	RTS_stage: True
PB.23058.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.23058.4	incomplete-splice_match	RTS_stage: True
PB.23058.5	genic	all_canonical: nan; perc_A_downstream_TTS: 75.0 > 59
PB.23058.6	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.23061.1	incomplete-splice_match	min_cov: 0.0 < 3; RTS_stage: True
PB.23067.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.23068.2	genic	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.23072.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.23074.1	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.23078.2	novel_in_catalog	perc_A_downstream_TTS: 100.0 > 59
PB.23082.1	incomplete-splice_match	RTS_stage: True
PB.23089.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.23095.1	incomplete-splice_match	perc_A_downstream_TTS: 90.0 > 59
PB.23098.1	incomplete-splice_match	all_canonical: nan
PB.23103.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.23109.1	full-splice_match	perc_A_downstream_TTS: 65.0 > 59
PB.23111.1	full-splice_match	perc_A_downstream_TTS: 100.0 > 59
PB.23113.1	genic	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.23117.1	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True; perc_A_downstream_TTS: 95.0 > 59
PB.23122.2	incomplete-splice_match	RTS_stage: True; perc_A_downstream_TTS: 85.0 > 59
PB.23125.1	incomplete-splice_match	RTS_stage: True
PB.23128.2	incomplete-splice_match	min_cov: 2.0 < 3; RTS_stage: True
PB.23130.1	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.23130.2	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.23138.1	novel_in_catalog	RTS_stage: True
PB.23138.3	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.23139.1	novel_in_catalog	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.23141.1	genic	all_canonical: nan; perc_A_downstream_TTS: 70.0 > 59
PB.23142.1	genic	all_canonical: nan; perc_A_downstream_TTS: 65.0 > 59
PB.30357.1	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.30357.2	novel_in_catalog	RTS_stage: True
PB.30360.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.30368.1	novel_in_catalog	perc_A_downstream_TTS: 90.0 > 59
PB.30371.1	incomplete-splice_match	RTS_stage: True
PB.30372.1	incomplete-splice_match	min_cov: 2.0 < 3; perc_A_downstream_TTS: 85.0 > 59
PB.30372.2	novel_in_catalog	all_canonical: nan; perc_A_downstream_TTS: 85.0 > 59
PB.30373.1	full-splice_match	perc_A_downstream_TTS: 75.0 > 59
PB.30375.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.30378.7	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.30397.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.30401.1	incomplete-splice_match	all_canonical: nan
PB.30402.1	incomplete-splice_match	RTS_stage: True
PB.30418.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.30420.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.30423.1	incomplete-splice_match	RTS_stage: True
PB.30426.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.30427.1	incomplete-splice_match	all_canonical: nan
PB.30432.1	novel_not_in_catalog	perc_A_downstream_TTS: 60.0 > 59; min_cov: 0.0 < 3
PB.30433.1	full-splice_match	perc_A_downstream_TTS: 90.0 > 59
PB.30434.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.30437.1	intergenic	all_canonical: nan
PB.30439.1	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True; perc_A_downstream_TTS: 70.0 > 59
PB.30440.1	incomplete-splice_match	min_cov: 0.0 < 3; RTS_stage: True
PB.30442.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.30446.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 75.0 > 59
PB.30447.1	incomplete-splice_match	min_cov: 0.0 < 3; RTS_stage: True
PB.30450.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.30450.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.30450.3	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.30452.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.30454.1	novel_not_in_catalog	RTS_stage: True; min_cov: 1.0 < 3
PB.30454.2	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.30454.3	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.30456.2	novel_in_catalog	all_canonical: nan
PB.30458.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.30459.1	genic	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.30464.3	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.30467.1	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.30468.1	genic	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.30471.2	novel_not_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 100.0 > 59
PB.30475.1	incomplete-splice_match	RTS_stage: True
PB.30485.1	incomplete-splice_match	RTS_stage: True; min_cov: 1.0 < 3
PB.30498.1	incomplete-splice_match	perc_A_downstream_TTS: 100.0 > 59
PB.30503.1	genic	all_canonical: nan
PB.30504.1	novel_not_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 95.0 > 59
PB.30504.2	incomplete-splice_match	min_cov: 0.0 < 3; perc_A_downstream_TTS: 100.0 > 59
PB.30505.1	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.30509.1	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.30511.1	incomplete-splice_match	all_canonical: nan
PB.30516.4	genic	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.30517.1	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.30520.3	novel_in_catalog	all_canonical: nan
PB.30523.1	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.30523.2	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.30523.3	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.30523.5	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.30526.1	incomplete-splice_match	perc_A_downstream_TTS: 60.0 > 59
PB.30530.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.30532.1	incomplete-splice_match	RTS_stage: True; min_cov: 1.0 < 3
PB.30537.1	incomplete-splice_match	all_canonical: nan
PB.30539.2	incomplete-splice_match	RTS_stage: True
PB.30541.2	novel_in_catalog	min_cov: 2.0 < 3; perc_A_downstream_TTS: 100.0 > 59
PB.37823.3	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.37827.1	genic	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.37828.1	genic	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.37834.1	genic_intron	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.37842.1	incomplete-splice_match	RTS_stage: True
PB.37845.1	incomplete-splice_match	min_cov: 2.0 < 3; perc_A_downstream_TTS: 80.0 > 59
PB.37847.1	genic	all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.37849.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 85.0 > 59
PB.37851.1	incomplete-splice_match	perc_A_downstream_TTS: 95.0 > 59
PB.37852.1	full-splice_match	perc_A_downstream_TTS: 90.0 > 59
PB.37852.2	novel_in_catalog	perc_A_downstream_TTS: 90.0 > 59; min_cov: 1.0 < 3
PB.37853.1	novel_not_in_catalog	perc_A_downstream_TTS: 90.0 > 59; min_cov: 0.0 < 3
PB.37856.1	novel_in_catalog	all_canonical: nan
PB.37858.1	intergenic	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.37859.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.37860.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.37860.4	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.37865.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.37867.1	incomplete-splice_match	RTS_stage: True; perc_A_downstream_TTS: 85.0 > 59
PB.37867.2	incomplete-splice_match	min_cov: 2.0 < 3; RTS_stage: True; perc_A_downstream_TTS: 85.0 > 59
PB.37868.1	incomplete-splice_match	RTS_stage: True
PB.37869.3	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 75.0 > 59
PB.37871.2	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.37871.3	novel_not_in_catalog	RTS_stage: True; min_cov: 1.0 < 3
PB.37871.4	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.37872.1	incomplete-splice_match	all_canonical: nan
PB.37875.1	incomplete-splice_match	perc_A_downstream_TTS: 70.0 > 59
PB.37878.3	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 85.0 > 59
PB.37883.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.37889.2	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 70.0 > 59
PB.37890.1	incomplete-splice_match	perc_A_downstream_TTS: 70.0 > 59
PB.37894.3	genic	all_canonical: nan
PB.37897.1	incomplete-splice_match	RTS_stage: True
PB.37898.1	incomplete-splice_match	all_canonical: nan
PB.37902.1	incomplete-splice_match	perc_A_downstream_TTS: 95.0 > 59
PB.37905.1	incomplete-splice_match	all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.37906.1	incomplete-splice_match	min_cov: 0.0 < 3; perc_A_downstream_TTS: 85.0 > 59
PB.37907.2	novel_not_in_catalog	RTS_stage: True; min_cov: 1.0 < 3
PB.37907.3	novel_not_in_catalog	min_cov: 2.0 < 3; RTS_stage: True
PB.37912.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.37912.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.37916.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.37917.1	incomplete-splice_match	perc_A_downstream_TTS: 90.0 > 59; RTS_stage: True
PB.37918.1	genic	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.37919.1	genic	all_canonical: nan; perc_A_downstream_TTS: 75.0 > 59
PB.37927.1	genic	all_canonical: nan
PB.37928.1	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.37929.1	genic	all_canonical: nan; perc_A_downstream_TTS: 85.0 > 59
PB.37932.1	novel_not_in_catalog	perc_A_downstream_TTS: 80.0 > 59
PB.37940.1	incomplete-splice_match	all_canonical: nan
PB.37943.1	incomplete-splice_match	perc_A_downstream_TTS: 75.0 > 59
PB.37946.1	incomplete-splice_match	all_canonical: nan
PB.37947.1	incomplete-splice_match	RTS_stage: True
PB.37948.1	intergenic	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True; perc_A_downstream_TTS: 70.0 > 59
PB.37949.1	genic	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.37951.1	incomplete-splice_match	perc_A_downstream_TTS: 100.0 > 59
PB.37955.1	incomplete-splice_match	perc_A_downstream_TTS: 85.0 > 59
