/home/pabloati/miniforge3/envs/sqanti3/bin/psauron -i /home/pabloati/Programs/sqanti3/example/SQANTI3_QC_output/TD2/longest_orfs.cds -o /home/pabloati/Programs/sqanti3/example/SQANTI3_QC_output/TD2/psauron_score.csv -m 0 --inframe 0.5 -s
psauron score: 56.8
description,psauron_is_protein,in-frame_score
PB.150485.3.p3,False,0.05317
PB.150485.3.p4,True,0.98093
PB.150485.3.p5,False,0.0196
PB.22978.1.p1,False,0.00047
PB.22978.1.p2,False,0.00721
PB.22978.1.p3,False,0.14836
PB.22978.1.p4,True,0.96909
PB.22978.2.p1,True,0.96826
PB.22978.2.p2,False,0.00047
PB.22978.2.p3,False,0.00645
PB.22978.2.p4,False,0.14836
PB.137296.4.p1,False,0.00047
PB.137296.4.p2,False,0.16014
PB.137296.4.p3,True,0.93815
PB.137296.4.p4,False,0.033
PB.143804.4.p1,False,0.00047
PB.143804.4.p2,False,0.16014
PB.143804.4.p3,True,0.93653
PB.143804.4.p4,False,0.033
PB.60588.1.p1,True,0.83285
PB.60588.1.p2,False,0.00047
PB.60588.1.p3,False,0.14836
PB.130824.2.p1,True,0.80874
PB.130824.2.p2,False,0.00047
PB.130824.2.p3,False,0.06872
PB.130824.2.p4,False,0.16815
PB.130824.2.p5,False,0.0147
PB.124744.3.p1,False,0.00047
PB.124744.3.p2,False,0.06872
PB.124744.3.p3,False,0.15341
PB.124744.3.p4,False,0.0147
PB.124744.3.p5,True,0.80874
PB.30368.1.p1,False,0.16014
PB.30368.1.p2,False,0.30729
PB.30368.1.p3,False,0.01095
PB.22978.3.p1,False,0.15341
PB.111562.1.p1,False,0.00438
PB.83102.1.p1,True,0.98932
PB.83102.1.p2,True,0.9876
PB.60589.1.p1,True,0.99644
PB.60589.1.p2,True,0.99599
PB.60589.1.p3,False,8e-05
PB.22979.1.p1,False,0.02869
PB.22979.1.p2,True,0.99599
PB.22979.1.p3,False,8e-05
PB.45365.1.p1,True,0.99727
PB.45365.1.p2,True,0.99719
PB.45365.1.p3,False,8e-05
PB.45365.2.p1,True,0.98973
PB.45365.2.p2,True,0.99976
PB.45365.2.p3,True,0.9998
PB.45365.2.p4,False,8e-05
PB.30369.1.p1,True,0.99599
PB.30369.1.p2,False,0.02869
PB.30369.1.p3,False,8e-05
PB.75673.1.p1,True,0.99219
PB.75673.1.p2,True,0.98973
PB.75673.1.p3,False,8e-05
PB.164515.1.p1,False,0.15241
PB.164515.1.p2,False,0.01514
PB.164515.1.p3,False,0.06614
PB.96076.1.p1,True,0.99614
PB.96076.1.p2,True,0.99615
PB.60590.1.p1,True,0.99301
PB.60590.1.p2,False,0.02516
PB.60590.1.p3,False,0.12633
PB.30370.1.p1,False,0.00048
PB.30370.1.p2,False,0.18443
PB.30370.1.p3,True,0.57814
PB.30370.1.p4,True,0.99615
PB.60590.2.p1,False,0.02714
PB.60590.2.p2,True,0.97008
PB.60590.2.p3,True,0.99695
PB.52891.1.p1,True,0.97491
PB.52891.1.p2,False,0.02018
PB.52891.1.p3,False,0.02458
PB.22980.1.p1,True,0.57814
PB.22980.1.p2,True,0.99615
PB.22980.1.p3,False,0.02603
PB.22980.1.p4,False,0.00048
PB.22980.1.p5,True,0.71808
PB.22980.1.p6,True,0.78477
PB.3803.1.p1,False,5e-05
PB.3803.1.p2,False,0.00011
PB.3803.1.p3,True,0.99445
PB.3803.1.p4,True,0.99478
PB.124745.1.p1,True,0.99751
PB.124745.1.p2,True,0.99773
PB.124745.1.p3,False,0.00011
PB.3803.3.p1,False,5e-05
PB.3803.3.p2,False,0.00011
PB.3803.3.p3,True,0.9947
PB.3803.3.p4,True,0.99493
PB.37834.1.p1,False,0.30204
PB.8640.1.p1,True,0.98195
PB.8640.1.p2,True,0.98373
PB.60591.1.p1,True,0.86423
PB.60591.1.p2,True,0.83741
PB.157388.1.p1,False,0.18112
PB.75675.1.p1,True,0.77125
PB.75675.1.p2,True,0.91539
PB.88762.1.p1,False,0.01482
PB.88762.1.p2,True,0.98165
PB.88762.1.p3,True,0.97997
PB.75676.1.p1,True,0.96388
PB.75676.1.p2,True,0.96072
PB.75676.1.p3,False,0.01482
PB.60592.1.p1,False,0.01482
PB.60592.1.p2,True,0.9466
PB.60592.1.p3,True,0.96361
PB.130825.1.p1,False,0.01482
PB.130825.1.p2,True,0.97647
PB.130825.1.p3,True,0.97486
PB.75676.2.p1,False,0.00992
PB.75676.2.p2,False,0.00502
PB.83104.1.p1,True,0.96478
PB.83104.1.p2,False,0.01482
PB.68194.1.p1,False,0.01482
PB.68194.1.p2,True,0.97084
PB.68194.1.p3,True,0.96823
PB.52892.1.p1,False,0.01482
PB.52892.1.p2,True,0.89466
PB.52892.1.p3,True,0.91165
PB.30371.1.p1,True,0.94502
PB.30371.1.p2,True,0.90248
PB.30371.1.p3,False,0.01482
PB.164516.1.p1,False,0.01482
PB.164516.1.p2,True,0.97119
PB.164516.1.p3,True,0.97055
PB.157389.1.p1,False,0.01482
PB.157389.1.p2,True,0.96866
PB.157389.1.p3,True,0.97055
PB.143805.1.p1,False,0.01482
PB.143805.1.p2,True,0.97799
PB.143805.1.p3,True,0.97688
PB.137298.1.p1,True,0.9745
PB.137298.1.p2,True,0.97486
PB.137298.1.p3,False,0.01482
PB.8641.1.p1,False,0.01482
PB.8641.1.p2,True,0.97997
PB.88762.2.p1,False,0.46205
PB.88762.2.p2,True,0.70482
PB.88762.2.p3,False,0.01482
PB.88762.2.p4,True,0.98177
PB.88762.2.p5,True,0.97997
PB.124747.1.p1,False,0.48591
PB.124747.1.p2,False,0.04303
PB.60592.2.p1,False,0.18358
PB.164518.1.p1,False,0.13177
PB.96077.1.p1,True,0.99973
PB.83105.1.p1,True,0.99995
PB.68195.2.p1,True,0.99995
PB.45366.1.p1,False,0.06088
PB.75677.1.p1,False,0.00197
PB.111563.1.p1,False,0.42564
PB.96078.1.p1,False,0.28719
PB.96078.1.p2,False,0.41231
PB.96078.1.p3,False,0.00441
PB.75677.2.p1,False,0.00418
PB.75677.2.p2,False,0.34142
PB.75677.2.p3,False,0.41231
PB.30372.2.p1,False,0.07468
PB.30372.1.p1,False,0.24152
PB.30372.1.p2,False,0.06921
PB.30372.1.p3,False,0.16616
PB.30372.1.p4,False,0.01268
PB.124748.1.p1,False,0.0904
PB.3804.1.p1,True,0.99716
PB.3804.1.p2,True,0.99877
PB.83107.1.p1,True,0.99663
PB.83107.1.p2,True,0.99882
PB.103694.1.p1,True,0.99983
PB.103694.1.p2,True,0.99988
PB.83107.3.p1,True,0.9974
PB.83107.3.p2,True,0.99911
PB.83107.4.p1,True,0.99965
PB.3804.2.p1,True,0.99951
PB.96079.1.p1,True,0.99965
PB.96079.1.p2,True,0.99988
PB.83107.2.p1,True,0.99725
PB.83107.2.p2,True,0.99902
PB.96079.2.p1,True,0.99965
PB.96079.3.p1,True,0.99977
PB.111564.2.p1,True,0.99817
PB.124749.1.p1,True,0.89599
PB.124749.1.p2,True,0.99988
PB.22984.1.p1,True,0.97859
PB.30374.1.p1,True,0.95848
PB.30374.1.p2,False,0.33772
PB.37835.1.p1,True,0.94984
PB.30374.2.p1,True,0.96163
PB.45368.1.p1,True,0.97315
PB.30374.3.p1,False,0.0896
PB.30374.3.p2,True,0.98745
PB.30374.3.p3,False,9e-05
PB.30374.3.p4,False,0.00036
PB.45368.2.p1,True,0.97924
PB.45368.2.p2,False,9e-05
PB.37835.2.p1,True,0.92087
PB.37835.2.p2,False,0.10816
PB.52895.1.p1,True,0.9668
PB.52895.1.p2,False,7e-05
PB.130827.1.p1,True,0.98488
PB.130827.1.p2,False,9e-05
PB.45368.3.p1,True,0.98612
PB.45368.3.p2,False,9e-05
PB.83108.1.p1,False,0.00015
PB.83108.1.p2,True,0.984
PB.30374.5.p1,True,0.92995
PB.45368.4.p1,False,0.0003
PB.45368.4.p2,True,0.96467
PB.157392.1.p1,False,0.00019
PB.157392.1.p2,True,0.99208
PB.157392.1.p3,True,0.98901
PB.22985.1.p1,True,0.91734
PB.68198.1.p1,True,0.99112
PB.68198.1.p2,True,0.99013
PB.68198.1.p3,False,0.00015
PB.130827.2.p1,False,0.00015
PB.130827.2.p2,False,0.00036
PB.130827.2.p3,True,0.98829
PB.130827.2.p4,True,0.98745
PB.45368.5.p1,True,0.961
PB.45368.5.p2,True,0.95928
PB.30374.7.p1,True,0.98156
PB.30374.7.p2,True,0.98006
PB.30374.7.p3,False,0.00022
PB.30374.6.p1,False,0.0896
PB.30374.6.p2,True,0.98775
PB.30374.6.p3,False,0.00036
PB.68198.2.p1,True,0.90182
PB.30374.8.p1,True,0.92087
PB.52895.2.p1,True,0.97142
PB.52895.2.p2,True,0.92087
PB.52895.2.p3,False,0.39307
PB.45368.6.p1,False,2e-05
PB.45368.6.p2,True,0.97533
PB.45368.6.p3,True,0.97171
PB.52895.3.p1,True,0.96772
PB.52895.3.p2,True,0.92087
PB.68198.3.p1,True,0.95809
PB.68198.3.p2,True,0.92087
PB.68198.4.p1,True,0.93371
PB.68198.4.p2,True,0.92122
PB.83108.2.p1,True,0.92995
PB.96080.1.p1,True,0.88582
PB.96080.1.p2,True,0.8308
PB.103695.1.p1,False,0.08569
PB.103695.1.p2,False,0.06507
PB.111566.1.p1,False,0.0362
PB.111566.1.p2,False,0.06507
PB.68199.1.p1,False,0.00799
PB.68199.1.p2,True,0.99756
PB.68199.1.p3,True,0.99942
PB.96081.1.p1,False,0.01078
PB.15679.1.p1,True,0.99823
PB.30375.1.p1,True,0.99829
PB.157393.1.p1,True,0.99867
PB.157393.1.p2,False,0.04001
PB.150487.1.p1,True,0.99441
PB.150487.1.p2,True,0.99912
PB.150487.1.p3,False,0.04001
PB.15679.2.p1,False,0.03501
PB.15679.2.p2,True,0.99943
PB.143807.1.p1,False,0.03469
PB.143807.1.p2,True,0.99441
PB.143807.1.p3,True,0.99949
PB.22986.1.p1,False,0.03615
PB.22986.1.p2,True,0.9982
PB.22986.2.p1,False,0.03747
PB.22986.2.p2,True,0.99867
PB.157393.2.p1,False,0.03747
PB.157393.2.p2,True,0.99943
PB.22986.3.p1,False,0.05569
PB.22986.3.p2,True,0.9982
PB.130828.1.p1,False,0.16477
PB.130828.1.p2,True,0.99924
PB.164519.2.p1,False,0.08114
PB.164519.2.p2,True,0.99441
PB.164519.2.p3,True,0.99945
PB.30375.3.p1,True,0.99867
PB.30375.3.p2,True,0.99867
PB.45369.1.p1,True,0.99846
PB.45369.1.p2,True,0.99829
PB.52896.1.p1,True,0.99814
PB.52896.1.p2,True,0.99945
PB.83109.1.p1,False,0.00047
PB.83109.1.p2,False,0.13994
PB.83109.1.p3,False,0.01502
PB.83109.1.p4,True,0.9338
PB.83109.2.p1,False,0.00047
PB.83109.2.p2,False,0.00802
PB.83109.2.p3,False,0.01235
PB.83109.2.p4,True,0.89912
PB.83109.2.p5,True,0.9338
PB.60595.1.p1,True,0.79556
PB.60595.1.p2,False,0.00047
PB.60595.1.p3,False,0.01235
PB.68200.1.p1,False,0.01235
PB.68200.1.p2,True,0.86382
PB.68200.1.p3,False,0.00047
PB.60595.2.p1,False,0.01235
PB.60595.2.p2,True,0.72168
PB.60595.2.p3,True,0.79556
PB.60595.2.p4,False,0.00047
PB.75678.1.p1,True,0.74959
PB.75678.1.p2,True,0.9338
PB.75678.1.p3,False,0.00047
PB.75678.1.p4,False,0.01235
PB.52897.2.p1,False,0.08702
PB.52897.2.p2,False,0.0165
PB.52897.2.p3,True,0.79556
PB.52897.2.p4,False,0.05155
PB.52897.2.p5,False,0.00047
PB.60595.3.p1,False,0.01392
PB.60595.3.p2,False,0.00047
PB.60595.3.p3,False,0.1278
PB.60595.3.p4,False,0.01534
PB.60595.3.p5,True,0.86382
PB.157394.1.p1,False,0.00168
PB.157394.1.p2,False,0.00295
PB.157394.1.p3,False,0.00503
PB.157394.1.p4,False,0.0254
PB.150488.1.p1,False,0.21598
PB.150488.1.p2,False,0.23648
PB.150488.1.p3,False,0.1098
PB.45370.1.p1,False,0.01246
PB.45370.1.p2,False,0.0077
PB.164520.1.p1,False,0.0077
PB.164520.1.p2,True,0.99333
PB.157395.1.p1,False,0.09988
PB.157395.1.p2,False,0.0077
PB.157395.1.p3,False,0.13532
PB.157395.1.p4,True,0.99333
PB.15680.1.p1,False,0.0077
PB.15680.1.p2,True,0.99333
PB.157395.2.p1,False,0.01786
PB.157395.2.p2,False,0.06098
PB.157395.2.p3,False,0.0077
PB.157395.2.p4,True,0.99333
PB.157395.3.p1,False,0.14725
PB.157395.3.p2,False,0.0077
PB.157395.3.p3,True,0.99333
PB.157395.3.p4,False,0.0984
PB.45371.1.p1,False,0.00761
PB.45371.1.p2,False,0.31669
PB.30377.1.p1,True,0.9892
PB.30377.1.p2,True,0.99814
PB.30377.1.p3,True,0.99639
PB.30377.1.p4,False,0.02571
PB.150490.1.p1,False,0.02571
PB.150490.1.p2,True,0.98966
PB.150490.1.p3,False,0.00574
PB.96083.1.p1,True,0.99304
PB.96083.1.p2,True,0.97777
PB.96083.1.p3,False,0.02571
PB.45372.2.p1,True,0.99875
PB.45372.2.p2,True,0.99681
PB.45372.2.p3,True,0.99639
PB.45372.2.p4,False,0.01471
PB.45372.1.p1,True,0.998
PB.45372.1.p2,True,0.99814
PB.45372.1.p3,True,0.99392
PB.45372.1.p4,False,0.01471
PB.37837.1.p1,True,0.99708
PB.37837.1.p2,True,0.99814
PB.37837.1.p3,True,0.99809
PB.37837.1.p4,False,0.01471
PB.96083.2.p1,True,0.99061
PB.96083.2.p2,False,0.01471
PB.60597.1.p1,True,0.99772
PB.60597.1.p2,True,0.99649
PB.60597.1.p3,True,0.99639
PB.60597.1.p4,False,0.01471
PB.143809.1.p1,True,0.99804
PB.143809.1.p2,True,0.99814
PB.143809.1.p3,True,0.83076
PB.143809.1.p4,False,0.00934
PB.143809.1.p5,True,0.99395
PB.143809.1.p6,False,0.01471
