target_id	length	eff_length	est_counts	tpm
PB.96069.4	769	590.32	54.9137	1481.63
PB.111551.1	570	391.32	22	895.439
PB.83094.6	1087	908.32	8.21886	144.118
PB.118863.1	275	104.369	0	0
PB.164510.1	2412	2233.32	12	85.5807
PB.83095.1	983	804.32	0	0
PB.75665.1	1268	1089.32	0	0
PB.60583.1	1574	1395.32	8.33743	95.1708
PB.68183.1	1482	1303.32	0	0
PB.8632.1	4276	4097.32	38.0216	147.8
PB.83095.2	1042	863.32	0	0
PB.83095.3	1160	981.32	0	0
PB.3797.1	6070	5891.32	58.4918	158.135
PB.37825.1	1850	1671.32	4.58593	43.7032
PB.52882.2	1709	1530.32	0	0
PB.83095.4	1175	996.32	0	0
PB.8632.2	4399	4220.32	0.000336038	0.0012682
PB.75665.2	1330	1151.32	0	0
PB.22967.1	2192	2013.32	15.7535	124.627
PB.111552.1	522	343.32	7.45675	345.936
PB.111552.2	397	218.384	0.276736	20.1832
PB.83096.1	977	798.32	3.08078	61.4652
PB.103686.1	647	468.32	0	0
PB.52883.1	1717	1538.32	4	41.4151
PB.130816.1	3297	3118.32	17.5267	89.5209
PB.124737.1	3641	3462.32	14.7515	67.86
PB.111553.1	435	256.359	3.86437	240.091
PB.150481.1	2707	2528.32	3.43317	21.6276
PB.143796.1	2858	2679.32	0	0
PB.111554.1	485	306.359	6.54133	340.08
PB.45356.1	1844	1665.32	3.56145	34.0623
PB.143797.1	2890	2711.32	4.36232	25.6261
PB.75666.1	1180	1001.32	1	15.9064
PB.68184.2	1396	1217.32	0	0
PB.130817.2	3363	3184.32	22.1748	110.914
PB.137291.1	3047	2868.32	15.8041	87.7583
PB.150482.1	2780	2601.32	6.81943	41.7541
PB.157382.1	2565	2386.32	10.8345	72.3143
PB.157383.1	2558	2379.32	5.77714	38.6728
PB.60584.1	1614	1435.32	0.000158419	0.00175794
PB.37826.1	1889	1710.32	8.48303	78.9985
PB.30360.1	2012	1833.32	0	0
PB.45357.1	1882	1703.32	5.23528	48.9541
PB.45357.2	1783	1604.32	0	0
PB.124739.1	3472	3293.32	10.6397	51.4568
PB.60585.3	1583	1404.32	0	0
PB.60585.2	1604	1425.32	0	0
PB.30360.2	1794	1615.32	71.1178	701.238
PB.96070.1	931	752.32	0	0
PB.88755.1	3660	3481.32	6.08933	27.8594
PB.118864.1	156	23.2147	0	0
PB.22970.1	2224	2045.32	8.56788e-05	0.000667203
PB.45357.3	1781	1602.32	0	0
PB.45357.4	1822	1643.32	0	0
PB.68185.2	1413	1234.32	0	0
PB.137292.1	3023	2844.32	10.2726	57.5235
PB.83097.1	1117	938.32	0	0
PB.68185.3	1529	1350.32	22.3397	263.503
PB.52884.2	1739	1560.32	5.96292	60.8682
PB.37827.1	1889	1710.32	5.15102	47.969
PB.157384.1	2586	2407.32	6.92865	45.8417
PB.137293.1	3053	2874.32	25.7761	142.833
PB.88756.1	3817	3638.32	8.31131	36.3843
PB.130818.1	3445	3266.32	0	0
PB.118865.1	230	67.9945	0.0392198	9.18707
PB.8633.1	4408	4229.32	6	22.5957
PB.118866.1	266	96.6822	8.82766	1454.27
PB.103687.1	637	458.32	73.8377	2565.99
PB.96071.1	954	775.32	22.6794	465.904
PB.75667.1	1275	1096.32	0	0
PB.83098.2	1033	854.32	140.655	2622.29
PB.137294.1	3112	2933.32	9.97461	54.1604
PB.22971.2	2105	1926.32	14.8157	122.501
PB.137294.2	3120	2941.32	24.0674	130.326
PB.130819.2	3375	3196.32	0.555989	2.77052
PB.130819.3	3388	3209.32	0	0
PB.143799.1	2959	2780.32	0	0
PB.130819.4	3275	3096.32	0	0
PB.103688.1	659	480.32	0	0
PB.96072.1	833	654.32	7.25636	176.634
PB.137294.3	3145	2966.32	2.9942	16.0771
PB.75668.1	1282	1103.32	3.40841	49.2034
PB.137294.5	3099	2920.32	15.1819	82.8019
PB.137294.4	3130	2951.32	25.0692	135.291
PB.130819.6	3342	3163.32	87.981	442.987
PB.68187.1	1387	1208.32	0.0170004	0.22409
PB.30361.1	2010	1831.32	9.12529	79.3648
PB.37828.1	1934	1755.32	11.9232	108.188
PB.137294.6	3235	3056.32	0	0
PB.45359.1	1829	1650.32	0	0
PB.30362.1	2083	1904.32	0	0
PB.157385.1	2628	2449.32	29.4249	191.344
PB.22972.1	2227	2048.32	0	0
PB.130820.1	3312	3133.32	32.9341	167.412
PB.111558.1	364	186.256	3.29235	281.542
PB.45360.1	1757	1578.32	14.8288	149.643
PB.83099.2	1138	959.32	49.9853	829.897
PB.103689.1	673	494.32	9.30692	299.877
PB.96073.1	907	728.32	19.9156	435.528
PB.103689.2	749	570.32	0	0
PB.75669.1	1288	1109.32	0	0
PB.111559.1	366	188.191	0.736969	62.3728
PB.22974.1	2134	1955.32	3	24.4371
PB.118868.1	314	139.058	0	0
PB.88758.1	3801	3622.32	5.21805	22.9439
PB.130821.2	3530	3351.32	0	0
PB.45361.1	1861	1682.32	0	0
PB.3798.1	6333	6154.32	30.5218	78.9906
PB.124742.1	3838	3659.32	10.948	47.6517
PB.8635.1	4741	4562.32	55.3122	193.099
PB.143801.1	2850	2671.32	5	29.8119
PB.45362.1	1839	1660.32	0	0
PB.3799.1	6053	5874.32	75.455	204.586
PB.3799.2	4831	4652.32	70.6521	241.88
PB.68190.1	1410	1231.32	1.10396	14.2799
PB.75670.1	1278	1099.32	3.88304	56.2592
PB.68189.1	1459	1280.32	0	0
PB.157386.1	2675	2496.32	54.0611	344.929
PB.150483.1	2778	2599.32	66.7037	408.729
PB.118869.1	218	59.5122	3.4728	929.436
PB.130822.1	3316	3137.32	14	71.0746
PB.143802.1	2967	2788.32	3.3605	19.1958
PB.30364.2	1987	1808.32	13.6657	120.366
PB.45363.1	1745	1566.32	2.12438	21.6021
PB.37831.1	1854	1675.32	25.2099	239.673
PB.103690.1	680	501.32	2	63.5419
PB.103690.2	740	561.32	0	0
PB.118870.1	237	73.4009	1.01087	219.352
PB.83100.1	1156	977.32	1.79803	29.3026
PB.52887.2	1633	1454.32	34.076	373.194
PB.52887.1	1713	1534.32	5.48811	56.9708
PB.60587.1	1497	1318.32	37.9884	458.96
PB.68191.2	1341	1162.32	12.9356	177.258
PB.68191.3	1404	1225.32	13.4052	174.248
PB.8637.1	4768	4589.32	21	72.8813
PB.111560.1	459	280.359	3	170.432
PB.68192.1	1427	1248.32	4.22318	53.8839
PB.75671.1	1327	1148.32	11.7423	162.867
PB.75671.2	1232	1053.32	0	0
PB.96075.1	764	585.32	2.03456	55.3635
PB.137295.1	3206	3027.32	10	52.6123
PB.8639.2	4582	4403.32	24.6669	89.2235
PB.137296.1	3101	2922.32	0.000226368	0.00123377
PB.8639.5	4330	4151.32	2.70696	10.3858
PB.88761.1	4079	3900.32	0	0
PB.45364.1	1817	1638.32	9.21951	89.6302
PB.8639.6	4210	4031.32	4.52567	17.8806
PB.130824.1	3427	3248.32	12.6997	62.27
PB.124744.2	3739	3560.32	203.112	908.641
PB.8639.7	4457	4278.32	1.44744e-08	5.38855e-08
PB.88761.3	3898	3719.32	0	0
PB.137296.2	3156	2977.32	0	0
PB.8639.8	4272	4093.32	0	0
PB.88761.4	4138	3959.32	0.0770443	0.309931
PB.143804.2	2976	2797.32	5.33033	30.3499
PB.150485.3	2667	2488.32	0	0
PB.22978.1	2171	1992.32	0	0
PB.22978.2	2119	1940.32	3.25568	26.7248
PB.137296.4	2967	2788.32	0.0354332	0.202401
PB.143804.4	2976	2797.32	13.716	78.0966
PB.60588.1	1505	1326.32	16.7014	200.562
PB.130824.2	3427	3248.32	12.938	63.4388
PB.124744.3	3511	3332.32	19.8904	95.0698
PB.30368.1	2076	1897.32	6.30985	52.9692
PB.118871.1	337	160.253	0	0
PB.22978.3	2096	1917.32	4.81477	39.9969
PB.111562.1	469	290.359	7.70735	422.781
PB.83102.1	1122	943.32	0	0
PB.60589.1	1548	1369.32	1.56748	18.2323
PB.22979.1	2161	1982.32	6.46591	51.9519
PB.45365.1	1713	1534.32	29.1847	302.96
PB.45365.2	1801	1622.32	28.0746	275.627
PB.30369.1	2090	1911.32	0	0
PB.75673.1	1264	1085.32	1.98925e-06	2.91929e-05
PB.52890.1	1717	1538.32	6.81022	70.5115
PB.164515.1	2413	2234.32	15	106.928
PB.96076.1	913	734.32	50.2373	1089.65
PB.60590.1	1578	1399.32	0	0
PB.118872.1	216	57.9861	11.1573	3064.65
PB.30370.1	2047	1868.32	0	0
PB.60590.2	1495	1316.32	128.655	1556.72
PB.52891.1	1658	1479.32	0	0
PB.22980.1	2144	1965.32	40.9508	331.875
PB.3803.1	5362	5183.32	4.77987e-08	1.46877e-07
PB.124745.1	3524	3345.32	2.80738	13.3662
PB.3803.3	5520	5341.32	78.5436	234.211
PB.37834.1	1876	1697.32	8.88005	83.3292
PB.8640.1	4415	4236.32	16.1198	60.606
PB.75674.1	1309	1130.32	1.69923	23.9439
PB.60591.1	1596	1417.32	1.51415	17.0156
PB.157388.1	2514	2335.32	4	27.2809
PB.75675.1	1203	1024.32	4.38326	68.1565
PB.118873.1	347	169.722	2.16008	202.711
PB.88762.1	3789	3610.32	129.544	571.503
PB.75676.1	1292	1113.32	0	0
PB.60592.1	1597	1418.32	0	0
PB.130825.1	3336	3157.32	0.0380061	0.191726
PB.75676.2	1351	1172.32	4.98695	67.7539
PB.83104.1	1099	920.32	0	0
PB.68194.1	1428	1249.32	0	0
PB.52892.1	1733	1554.32	0	0
PB.30371.1	1984	1805.32	0	0
PB.164516.1	2376	2197.32	0	0
PB.157389.1	2505	2326.32	0	0
PB.143805.1	2892	2713.32	0	0
PB.137298.1	3118	2939.32	3.91772e-05	0.000212291
PB.8641.1	4329	4150.32	15.3717	58.9911
PB.88762.2	3978	3799.32	76.8833	322.308
PB.124746.1	3474	3295.32	14.1848	68.5601
PB.124747.1	3553	3374.32	13	61.3624
PB.60592.2	1535	1356.32	7	82.2018
PB.164517.1	2425	2246.32	13	92.1758
PB.164518.1	2395	2216.32	23.0822	165.878
PB.96077.1	950	771.32	88.5646	1828.82
PB.83105.1	1015	836.32	0	0
PB.150486.1	2780	2601.32	18.0562	110.555
PB.68195.2	1385	1206.32	14.1906	187.362
PB.45366.1	1743	1564.32	47.7611	486.288
PB.75677.1	1230	1051.32	0	0
PB.111563.1	442	263.359	2.64871	160.189
PB.96078.1	808	629.32	0	0
PB.75677.2	1290	1111.32	43.5984	624.852
PB.30372.2	2021	1842.32	13.0656	112.956
PB.30372.1	1908	1729.32	3.26679	30.0879
PB.124748.1	3501	3322.32	0	0
PB.30373.1	2100	1921.32	9	74.6085
PB.3804.1	5092	4913.32	121.215	392.942
PB.83107.1	1034	855.32	9.37293	174.539
PB.103694.1	717	538.32	9.16325	271.115
PB.118874.1	274	103.494	1.97794	304.399
PB.83107.3	1136	957.32	20.1094	334.57
PB.83107.4	1053	874.32	13.0809	238.294
PB.3804.2	5061	4882.32	0	0
PB.96079.1	800	621.32	0	0
PB.83107.2	1096	917.32	58.1036	1008.85
PB.96079.2	937	758.32	0	0
PB.96079.3	921	742.32	4.54579	97.5358
PB.111564.1	446	267.359	2.40404	143.217
PB.111564.2	384	205.698	5.08329	393.604
PB.124749.1	3648	3469.32	16.0678	73.7663
PB.22984.1	2188	2009.32	17.5533	139.141
PB.30374.1	2070	1891.32	18.3968	154.925
PB.88763.1	4049	3870.32	22.5127	92.6458
PB.37835.1	1951	1772.32	0	0
PB.30374.2	2012	1833.32	15.4682	134.384
PB.45368.1	1819	1640.32	0	0
PB.30374.3	1982	1803.32	0	0
PB.45368.2	1821	1642.32	0	0
PB.37835.2	1967	1788.32	8.50071	75.7103
PB.52895.1	1670	1491.32	0	0
PB.130827.1	3381	3202.32	0	0
PB.45368.3	1744	1565.32	0	0
PB.83108.1	1130	951.32	29.1651	488.295
PB.30374.5	1980	1801.32	0	0
PB.45368.4	1880	1701.32	0	0
PB.157392.1	2626	2447.32	15.1306	98.4718
PB.22985.1	2138	1959.32	11.696	95.0777
PB.68198.1	1363	1184.32	23.5647	316.912
PB.130827.2	3436	3257.32	43.2838	211.646
PB.45368.5	1787	1608.32	0	0
PB.30374.7	2042	1863.32	0	0
PB.30374.6	2089	1910.32	0	0
PB.68198.2	1407	1228.32	6.20512	80.4607
PB.30374.8	2012	1833.32	0	0
PB.52895.2	1669	1490.32	0	0
PB.45368.6	1727	1548.32	6.24588	64.2508
PB.52895.3	1695	1516.32	45.0106	472.792
PB.68198.3	1465	1286.32	0	0
PB.111565.1	508	329.359	0.29619	14.3234
PB.68198.4	1369	1190.32	0.110069	1.47281
PB.83108.2	1126	947.32	0.719021	12.089
PB.96080.1	913	734.32	25.9064	561.911
PB.103695.1	664	485.32	0	0
PB.111566.1	517	338.359	0	0
PB.118875.1	155	22.6797	0	0
PB.68199.1	1384	1205.32	0	0
PB.96081.1	800	621.32	0	0
PB.15679.1	2335	2156.32	0	0
PB.30375.1	2047	1868.32	0	0
PB.157393.1	2554	2375.32	0	0
PB.150487.1	2778	2599.32	25.6011	156.871
PB.15679.2	2353	2174.32	10.952	80.2261
PB.143807.1	2848	2669.32	0	0
PB.22986.1	2160	1981.32	0	0
PB.22986.2	2187	2008.32	0	0
PB.157393.2	2616	2437.32	0	0
PB.22986.3	2236	2057.32	0	0
PB.130828.1	3386	3207.32	23.8755	118.565
PB.164519.2	2454	2275.32	14.9278	104.496
PB.30375.3	1986	1807.32	48.5703	428.037
PB.45369.1	1855	1676.32	2.42125	23.0053
PB.52896.1	1686	1507.32	36.4298	384.944
PB.118876.1	293	120.153	1.22219	162.013
PB.118877.1	83	21	7	5309.14
PB.83109.1	1021	842.32	0	0
PB.83109.2	1071	892.32	8.77	156.54
PB.60595.1	1465	1286.32	0.0219299	0.27154
PB.68200.1	1349	1170.32	0	0
PB.60595.2	1531	1352.32	0	0
PB.75678.1	1244	1065.32	0	0
PB.52897.2	1613	1434.32	7.33265	81.4255
PB.60595.3	1542	1363.32	19.0223	222.234
PB.157394.1	2637	2458.32	11.1355	72.1465
PB.150488.1	2683	2504.32	73	464.278
PB.45370.1	1825	1646.32	41.8552	404.931
PB.164520.1	2477	2298.32	3.86969e-06	2.68171e-05
PB.157395.1	2558	2379.32	34.7642	232.715
PB.15680.1	2269	2090.32	51.5177	392.545
PB.157395.2	2608	2429.32	2.58043	16.9181
PB.157395.3	2523	2344.32	0	0
PB.45371.1	1820	1641.32	10.3001	99.9528
PB.30377.1	2136	1957.32	0	0
PB.150490.1	2747	2568.32	9.52222	59.052
PB.96083.1	968	789.32	13.1821	265.997
PB.45372.2	1810	1631.32	11.8367	115.567
PB.45372.1	1849	1670.32	0	0
PB.37837.1	1963	1784.32	0	0
PB.96083.2	951	772.32	0	0
PB.60597.1	1572	1393.32	5.05441	57.7783
PB.143809.1	2943	2764.32	0	0
PB.37837.3	1883	1704.32	0	0
PB.37837.2	1902	1723.32	8.45234	78.1189
PB.137301.1	3167	2988.32	0	0
PB.83110.1	984	805.32	2.83378	56.0458
PB.143809.2	2904	2725.32	7	40.9096
PB.137301.2	3142	2963.32	11	59.1234
PB.30377.3	2043	1864.32	7.46273	63.7563
PB.37837.4	1953	1774.32	0	0
PB.60597.2	1513	1334.32	14.8446	177.196
PB.75680.1	1211	1032.32	1.9204	29.6293
PB.68201.1	1344	1165.32	0	0
PB.60596.1	1616	1437.32	0	0
PB.75679.1	1324	1145.32	48.3375	672.206
PB.52898.1	1675	1496.32	0	0
PB.75679.2	1279	1100.32	0	0
PB.68201.4	1453	1274.32	5.75678	71.9526
PB.75679.3	1353	1174.32	10.9609	148.664
PB.75679.4	1308	1129.32	26.1468	368.763
PB.83111.1	1117	938.32	0	0
PB.15681.3	2345	2166.32	9.15695	67.3245
PB.68201.5	1431	1252.32	0	0
PB.30376.1	2066	1887.32	15.1571	127.914
PB.103696.1	667	488.32	3.7736	123.083
PB.83111.3	1080	901.32	55.4489	979.85
PB.103697.1	697	518.32	0.533348	16.3892
PB.111567.1	534	355.32	27.5017	1232.78
PB.118878.1	243	78.138	0	0
PB.124751.1	3564	3385.32	24.2478	114.082
PB.88764.1	3941	3762.32	0.0110585	0.0468149
PB.124751.2	3664	3485.32	30.8301	140.889
PB.88764.2	3819	3640.32	0	0
PB.118879.1	329	152.669	2.24205	233.905
PB.37839.1	1918	1739.32	0	0
PB.22988.1	2160	1981.32	0	0
PB.124751.3	3715	3536.32	12.669	57.0607
PB.83112.1	500	321.359	0	0
PB.143810.1	2849	2670.32	5.70589	34.0334
PB.37840.1	1910	1731.32	0	0
PB.164521.2	2392	2213.32	0	0
PB.157396.1	2563	2384.32	21.5027	143.639
PB.22989.2	2138	1959.32	0	0
PB.164521.1	2408	2229.32	10.986	78.4894
PB.22989.1	2222	2043.32	8.89581	69.3417
PB.124752.1	3660	3481.32	23.6452	108.179
PB.164521.3	2340	2161.32	0	0
PB.30378.3	2032	1853.32	11.1696	95.9913
PB.37840.3	1956	1777.32	4.51018	40.4179
PB.15682.1	2292	2113.32	3.6538	27.5375
PB.22989.3	2167	1988.32	0	0
PB.30378.1	2047	1868.32	0	0
PB.30378.2	2013	1834.32	0	0
PB.22989.4	2234	2055.32	0	0
PB.15682.3	2249	2070.32	0	0
PB.30378.4	2089	1910.32	0	0
PB.15682.4	2304	2125.32	0	0
PB.164521.4	2426	2247.32	0	0
PB.22989.5	2155	1976.32	0	0
PB.22989.6	2116	1937.32	0	0
PB.30378.5	2001	1822.32	0	0
PB.37840.4	2043	1864.32	6.09837	52.1002
PB.30378.6	1971	1792.32	0	0
PB.137302.1	3146	2967.32	0	0
PB.124752.2	3596	3417.32	0	0
PB.130830.1	3371	3192.32	5.90323	29.4529
PB.15682.5	2310	2131.32	0	0
PB.22989.7	2194	2015.32	0	0
PB.30378.7	2050	1871.32	0	0
PB.157396.2	2608	2429.32	8.04605	52.7525
PB.45373.1	1825	1646.32	3.12704	30.2527
PB.164521.5	2356	2177.32	13.4466	98.3642
PB.52899.1	1723	1544.32	14.2742	147.218
PB.60598.1	1489	1310.32	9.44859	114.851
PB.103698.1	642	463.32	0	0
PB.88765.1	4113	3934.32	65.7933	266.353
PB.8643.2	4422	4243.32	0	0
PB.83113.1	953	774.32	20.2486	416.505
PB.130831.1	3421	3242.32	10.0034	49.1401
PB.143811.1	3001	2822.32	105.039	592.777
PB.88765.2	3874	3695.32	48.6064	209.501
PB.157397.1	2605	2426.32	0	0
PB.164522.1	2381	2202.32	0.308896	2.23397
PB.15683.1	2326	2147.32	0	0
PB.22990.1	2166	1987.32	9.09581	72.8985
PB.22991.1	2088	1909.32	2.10651e-06	1.75723e-05
PB.37841.1	1870	1691.32	0	0
PB.96085.1	860	681.32	0	0
PB.130832.2	3336	3157.32	0	0
PB.150492.3	2756	2577.32	10.9264	67.5231
PB.143812.3	2839	2660.32	61.6179	368.908
PB.150492.4	2771	2592.32	7.83884e-05	0.000481625
PB.143812.4	2922	2743.32	0	0
PB.157398.1	2456	2277.32	0.00223311	0.0156182
PB.143812.5	2889	2710.32	0.00800565	0.0470459
PB.83115.1	1110	931.32	0	0
PB.37842.1	1903	1724.32	1.00273e-06	9.26211e-06
PB.124753.1	3592	3413.32	20.9731	97.8657
PB.157398.2	2544	2365.32	20.7181	139.51
PB.15684.4	2331	2152.32	0	0
PB.15684.5	2251	2072.32	0	0
PB.22992.1	2147	1968.32	7.96443	64.4473
PB.150492.6	2677	2498.32	46.9122	299.077
PB.164523.1	2387	2208.32	0	0
PB.150492.5	2833	2654.32	0	0
PB.15684.6	2232	2053.32	0	0
PB.164523.2	2364	2185.32	0	0
PB.164523.3	2401	2222.32	0	0
PB.137304.5	3204	3025.32	15.4983	81.5941
PB.157398.4	2406	2227.32	0	0
PB.15684.8	2227	2048.32	0	0
PB.150492.9	2751	2572.32	0	0
PB.157398.5	2522	2343.32	0	0
PB.150492.8	2771	2592.32	0	0
PB.157398.3	2543	2364.32	0	0
PB.103699.1	733	554.32	5.85919	168.354
PB.68203.2	1483	1304.32	0	0
PB.15684.9	2234	2055.32	5.16014e-05	0.000399878
PB.164523.4	2477	2298.32	2.51996	17.4634
PB.130832.3	3352	3173.32	2.43521e-05	0.000122227
PB.157398.7	2572	2393.32	0	0
PB.83116.2	1106	927.32	113.23	1944.8
PB.83116.3	1053	874.32	4.46095	81.2649
PB.68204.1	1482	1303.32	25.8938	316.439
PB.96086.2	816	637.32	0	0
PB.157399.1	2502	2323.32	0	0
PB.37843.1	1929	1750.32	15.6245	142.178
PB.75683.2	1331	1152.32	5.48329	75.7903
PB.96086.3	981	802.32	0	0
PB.96086.4	810	631.32	0	0
PB.83116.4	1017	838.32	9.78175	185.846
PB.83116.5	1057	878.32	0	0
PB.96086.5	823	644.32	0	0
PB.96086.6	961	782.32	32.347	658.559
PB.96086.7	892	713.32	0	0
PB.96086.8	914	735.32	96.6312	2093.08
PB.60600.2	1575	1396.32	28.8559	329.151
PB.60600.4	1580	1401.32	5.52537	62.8015
PB.83116.7	1336	1157.32	26.3397	362.496
PB.103700.1	684	505.32	220.3	6943.74
PB.111568.1	508	329.359	0	0
PB.52901.2	1668	1489.32	0	0
PB.118882.2	285	113.121	25.527	3594.2
PB.118882.3	364	186.256	0	0
PB.130833.1	3423	3244.32	81.108	398.185
PB.143813.1	2903	2724.32	21.892	127.989
PB.150493.1	2751	2572.32	0	0
PB.157400.1	2638	2459.32	0	0
PB.164524.1	2367	2188.32	0	0
PB.15686.1	2238	2059.32	0	0
PB.45374.1	1759	1580.32	0	0
PB.103701.1	639	460.32	0	0
PB.124754.1	3614	3435.32	11.773	54.5838
PB.22994.1	2134	1955.32	9	73.3112
PB.30383.1	2016	1837.32	0	0
PB.45375.1	1769	1590.32	17	170.259
PB.130834.1	3224	3045.32	15.7959	82.6148
PB.118884.1	357	179.444	0	0
PB.103702.1	614	435.32	17.2096	629.661
PB.96087.1	790	611.32	47.2305	1230.55
PB.8644.1	4536	4357.32	0	0
PB.75685.2	1173	994.32	6.07645	97.3351
PB.52903.1	1642	1463.32	32.7927	356.93
PB.83117.1	1030	851.32	0	0
PB.3808.1	5201	5022.32	26.8948	85.2923
PB.83118.1	1079	900.32	4	70.7634
PB.137306.1	3125	2946.32	45.3602	245.211
PB.124755.1	3696	3517.32	0	0
PB.8645.1	4163	3984.32	16.1364	64.5057
PB.124755.2	3752	3573.32	0	0
PB.8645.2	4389	4210.32	0	0
PB.52904.1	1705	1526.32	0	0
PB.157401.1	2581	2402.32	14.6598	97.1949
PB.164525.1	2438	2259.32	0	0
PB.164525.2	2415	2236.32	42.3551	301.66
PB.75686.1	1346	1167.32	0	0
PB.164526.1	2399	2220.32	0	0
PB.157402.1	2584	2405.32	0	0
PB.68205.1	1518	1339.32	7.95887	94.6482
PB.15687.1	2322	2143.32	0	0
PB.150495.1	2722	2543.32	62.0411	388.53
PB.60602.1	1571	1392.32	0	0
PB.22995.1	2189	2010.32	0	0
PB.68206.1	1402	1223.32	9	117.178
PB.52905.1	1713	1534.32	0	0
PB.68207.1	1365	1186.32	1.01072	13.5698
PB.130835.1	3264	3085.32	0	0
PB.130835.2	3233	3054.32	34.8447	181.705
PB.137307.2	3125	2946.32	0	0
PB.137307.1	3170	2991.32	0	0
PB.130835.3	3333	3154.32	0	0
PB.130835.4	3264	3085.32	0	0
PB.137307.3	3051	2872.32	0	0
PB.37845.1	1903	1724.32	28.6119	264.286
PB.137307.4	3181	3002.32	0	0
PB.137307.5	3156	2977.32	0	0
PB.143814.1	2909	2730.32	11.8165	68.9322
PB.137307.6	3083	2904.32	0	0
PB.150496.1	2806	2627.32	0	0
PB.130835.5	3387	3208.32	0.0145139	0.0720532
PB.130835.6	3341	3162.32	0	0
PB.130835.7	3291	3112.32	0	0
PB.143814.2	2901	2722.32	0	0
PB.164527.1	2468	2289.32	0	0
PB.124756.1	3465	3286.32	0	0
PB.157403.1	2492	2313.32	0	0
PB.124756.2	3482	3303.32	9.03123	43.5453
PB.130835.8	3352	3173.32	0	0
PB.124756.3	3699	3520.32	15.6063	70.6097
PB.130835.9	3228	3049.32	0	0
PB.137307.7	3081	2902.32	0	0
PB.143814.3	2943	2764.32	7.36372	42.4282
PB.124756.4	3361	3182.32	0	0
PB.157403.2	2608	2429.32	0	0
PB.22996.1	2175	1996.32	0	0
PB.137307.8	3139	2960.32	0	0
PB.137307.9	2996	2817.32	0	0
PB.130835.10	3351	3172.32	0	0
PB.137307.10	3158	2979.32	0	0
PB.143814.4	2983	2804.32	0	0
PB.157403.3	2632	2453.32	0	0
PB.130835.11	3291	3112.32	7.00359e-05	0.000358411
PB.137307.11	3168	2989.32	0	0
PB.124756.5	3486	3307.32	13.6996	65.9745
PB.143814.5	2956	2777.32	7.23641	41.4995
PB.164527.2	2367	2188.32	12	87.3405
PB.137307.12	3125	2946.32	0	0
PB.143814.6	2983	2804.32	0	0
PB.150496.2	2701	2522.32	0	0
PB.143814.8	2828	2649.32	0	0
PB.157403.4	2568	2389.32	18.1006	120.66
PB.164527.3	2505	2326.32	0	0
PB.164527.4	2469	2290.32	6.46362	44.9495
PB.22996.2	2199	2020.32	7.33123	57.7966
PB.30385.1	2087	1908.32	0	0
PB.37846.1	1956	1777.32	41.2393	369.565
PB.45377.1	1816	1637.32	8.01514	77.9692
PB.52906.1	1713	1534.32	0	0
PB.60603.1	1545	1366.32	0	0
PB.68208.1	1430	1251.32	0	0
PB.75687.1	1318	1139.32	8.06429	112.737
PB.103703.1	720	541.32	6.43631	189.378
PB.96089.1	953	774.32	4	82.2782
PB.96090.1	818	639.32	0	0
PB.96090.2	809	630.32	0	0
