/home/pabloati/miniforge3/envs/sqanti3/bin/psauron -i /home/pabloati/Programs/sqanti3/example/SQANTI3_QC_reference/TD2/longest_orfs.cds -o /home/pabloati/Programs/sqanti3/example/SQANTI3_QC_reference/TD2/psauron_score.csv -m 0 --inframe 0.5 -s
psauron score: 49.0
description,psauron_is_protein,in-frame_score
ENST00000399875.1.p3,False,0.03748
ENST00000399875.1.p4,False,0.0167
ENST00000399875.1.p5,True,0.78407
ENST00000399875.1.p6,True,0.83796
ENST00000155674.9.p1,False,0.03215
ENST00000155674.9.p2,True,0.97218
ENST00000336737.8.p1,False,0.02213
ENST00000336737.8.p2,True,0.96588
ENST00000336737.8.p3,True,0.97058
ENST00000399852.3.p1,True,0.84901
ENST00000399852.3.p2,True,0.86378
ENST00000431923.1.p1,False,0.13707
ENST00000399837.8.p1,True,0.99399
ENST00000399837.8.p2,False,0.01318
ENST00000399837.8.p3,False,0.00571
ENST00000399837.8.p4,False,0.00547
ENST00000610390.4.p1,False,0.00547
ENST00000610390.4.p2,True,0.99816
ENST00000610390.4.p3,False,0.01318
ENST00000610390.4.p4,False,0.00571
ENST00000399839.5.p1,False,0.00547
ENST00000399839.5.p2,True,0.99399
ENST00000399839.5.p3,False,0.01318
ENST00000399839.5.p4,False,0.00571
ENST00000330232.8.p1,False,0.00547
ENST00000330232.8.p2,True,0.99913
ENST00000330232.8.p3,False,0.01318
ENST00000330232.8.p4,False,0.00571
ENST00000262607.3.p1,False,0.00547
ENST00000262607.3.p2,True,0.98794
ENST00000262607.3.p3,True,0.99399
ENST00000262607.3.p4,False,0.01318
ENST00000262607.3.p5,False,0.00571
ENST00000449907.7.p1,True,0.99593
ENST00000449907.7.p2,False,0.01444
ENST00000649540.1.p1,True,0.99593
ENST00000649540.1.p2,False,0.00928
ENST00000428401.1.p1,True,0.89471
ENST00000344033.5.p1,True,0.99833
ENST00000400585.7.p1,True,0.99555
ENST00000400585.7.p2,False,0.05493
ENST00000400585.7.p3,False,0.35613
ENST00000400585.7.p4,False,0.00814
ENST00000400585.7.p5,True,0.75296
ENST00000400585.7.p6,False,0.0272
ENST00000262608.13.p1,True,0.99569
ENST00000262608.13.p2,False,0.05493
ENST00000262608.13.p3,False,0.01157
ENST00000262608.13.p4,False,0.35613
ENST00000262608.13.p5,False,0.00814
ENST00000262608.13.p6,True,0.53292
ENST00000262608.13.p7,True,0.75296
ENST00000262608.13.p8,False,0.0272
ENST00000342247.10.p1,True,0.99515
ENST00000342247.10.p2,False,0.05493
ENST00000342247.10.p3,False,0.01157
ENST00000342247.10.p4,False,0.35613
ENST00000342247.10.p5,False,0.00814
ENST00000342247.10.p6,True,0.53292
ENST00000342247.10.p7,True,0.75296
ENST00000342247.10.p8,False,0.0272
ENST00000455617.1.p1,False,0.13592
ENST00000455617.1.p2,False,0.18228
ENST00000455617.1.p3,False,0.0539
ENST00000455617.1.p4,True,0.55544
ENST00000455617.1.p5,True,0.98451
ENST00000612582.1.p1,True,0.75296
ENST00000612582.1.p2,False,0.0272
ENST00000612582.1.p3,True,0.99577
ENST00000612582.1.p4,False,0.05493
ENST00000612582.1.p5,False,0.35613
ENST00000612582.1.p6,False,0.00814
ENST00000399813.1.p1,False,0.00276
ENST00000399813.1.p2,True,0.9561
ENST00000327451.11.p1,True,0.94401
ENST00000327451.11.p2,False,0.00276
ENST00000327451.11.p3,True,0.9561
ENST00000443935.5.p1,True,0.82028
ENST00000253413.10.p1,True,0.9985
ENST00000399796.6.p1,True,0.99701
ENST00000399798.6.p1,True,0.9979
ENST00000399782.5.p1,True,0.99906
ENST00000337612.9.p1,True,0.99807
ENST00000337612.9.p2,True,0.97996
ENST00000418951.6.p1,True,0.99807
ENST00000418951.6.p2,True,0.99849
ENST00000538149.5.p1,True,0.99837
ENST00000538149.5.p2,False,0.11934
ENST00000543133.5.p1,True,0.99807
ENST00000611738.4.p1,True,0.99783
ENST00000616863.4.p1,True,0.99482
ENST00000618481.4.p1,True,0.99675
ENST00000317582.10.p1,True,0.99693
ENST00000493680.5.p1,True,0.99906
ENST00000355028.4.p1,True,0.99891
ENST00000355028.4.p2,True,0.99482
ENST00000317361.11.p1,True,0.98511
ENST00000622694.5.p1,True,0.97253
ENST00000622694.5.p2,True,0.99714
ENST00000614949.4.p1,True,0.99583
ENST00000614949.4.p2,False,0.02419
ENST00000399765.5.p1,True,0.99932
ENST00000399765.5.p2,True,0.99583
ENST00000399767.6.p1,True,0.99583
ENST00000399767.6.p2,False,0.00036
ENST00000342111.9.p1,True,0.53218
ENST00000342111.9.p2,True,0.79732
ENST00000342111.9.p3,True,0.99583
ENST00000551952.5.p1,True,0.98656
ENST00000551952.5.p2,True,0.99714
ENST00000600723.1.p1,False,0.03077
ENST00000441493.7.p1,False,0.31275
ENST00000441493.7.p2,True,0.9962
ENST00000441493.7.p3,False,0.01242
ENST00000441493.7.p4,False,3e-05
ENST00000441493.7.p5,False,0.00049
ENST00000441493.7.p6,False,0.00751
ENST00000476405.1.p1,True,0.99996
ENST00000476405.1.p2,False,0.01242
ENST00000476405.1.p3,False,0.00049
ENST00000476405.1.p4,False,0.00751
ENST00000476405.1.p5,False,0.31275
ENST00000400561.6.p1,True,0.99131
ENST00000414725.6.p1,True,0.98966
ENST00000414725.6.p2,True,0.55559
ENST00000414725.6.p3,False,0.1443
ENST00000383094.7.p1,True,0.99144
ENST00000585038.1.p1,True,0.99116
ENST00000411920.1.p1,True,0.99598
ENST00000443243.1.p1,False,0.0407
ENST00000443243.1.p2,False,0.04909
ENST00000443243.1.p3,False,0.10111
ENST00000607927.1.p1,False,0.02256
ENST00000329627.11.p1,False,0.12047
ENST00000329627.11.p2,False,0.03418
ENST00000329627.11.p3,True,0.91912
ENST00000329627.11.p4,False,0.1245
ENST00000329627.11.p5,False,0.00082
ENST00000329627.11.p6,False,0.02278
ENST00000474897.6.p1,True,0.99785
ENST00000474897.6.p2,False,0.02602
ENST00000474897.6.p3,True,0.89642
ENST00000474897.6.p4,True,0.90859
ENST00000399744.8.p1,True,0.91912
ENST00000399744.8.p2,False,0.1245
ENST00000399744.8.p3,False,0.00082
ENST00000399744.8.p4,False,0.02278
ENST00000399744.8.p5,False,0.12047
ENST00000399744.8.p6,False,0.03418
ENST00000428061.2.p1,True,0.96017
ENST00000428061.2.p2,False,0.1062
ENST00000679963.1.p1,True,0.99798
ENST00000679963.1.p2,True,0.9265
ENST00000680175.1.p1,False,0.11073
ENST00000680175.1.p2,True,0.99603
ENST00000316027.10.p1,True,0.99785
ENST00000623543.1.p1,False,0.06178
ENST00000623543.1.p2,False,0.10566
ENST00000623543.1.p3,False,0.29906
ENST00000623543.1.p4,True,0.58272
ENST00000330423.8.p1,True,0.99635
ENST00000330423.8.p2,True,0.99676
ENST00000330423.8.p3,False,0.02602
ENST00000416740.2.p1,True,0.99552
ENST00000416740.2.p2,True,0.99785
ENST00000416740.2.p3,False,0.02602
ENST00000215794.8.p1,True,0.71171
ENST00000434390.1.p1,False,0.09398
ENST00000434390.1.p2,True,0.61658
ENST00000617623.1.p1,True,0.99481
ENST00000617623.1.p2,True,0.9866
ENST00000617623.1.p3,True,0.99517
ENST00000619172.5.p1,True,0.99995
ENST00000619172.5.p2,True,0.80715
ENST00000619172.5.p3,False,0.01203
ENST00000619172.5.p4,False,0.09398
ENST00000618517.4.p1,False,0.09398
ENST00000618517.4.p2,True,0.67426
ENST00000612861.1.p1,False,0.01174
ENST00000612861.1.p2,True,0.94204
ENST00000612861.1.p3,True,0.98761
ENST00000612861.1.p4,True,0.93436
ENST00000612861.1.p5,False,0.02466
ENST00000612861.1.p6,False,0.04136
ENST00000624459.2.p1,True,0.99994
ENST00000624459.2.p2,True,0.60059
ENST00000624459.2.p3,False,0.02547
ENST00000624459.2.p4,False,0.09398
ENST00000624001.2.p1,True,0.95577
ENST00000621762.1.p1,False,0.14574
ENST00000621762.1.p2,False,0.00125
ENST00000619998.1.p1,True,0.98948
ENST00000619998.1.p2,True,0.98686
ENST00000619998.1.p3,False,0.00166
ENST00000359859.4.p1,False,0.02577
ENST00000612978.5.p1,True,0.99679
ENST00000613597.1.p1,True,0.87188
ENST00000610959.4.p1,False,0.01138
ENST00000610959.4.p2,False,0.06529
ENST00000610959.4.p3,False,0.00421
ENST00000612579.4.p1,True,0.99553
ENST00000612579.4.p2,True,0.98865
ENST00000611748.1.p1,True,0.99553
ENST00000611748.1.p2,True,0.83611
ENST00000619918.1.p1,False,0.09877
ENST00000619918.1.p2,False,8e-05
ENST00000619918.1.p3,True,0.98368
ENST00000611186.1.p1,False,0.11011
ENST00000611186.1.p2,False,0.00577
ENST00000611186.1.p3,False,0.00146
ENST00000652395.1.p1,True,0.96714
ENST00000611168.1.p1,False,0.00014
ENST00000611403.1.p1,False,0.0091
ENST00000611403.1.p2,True,0.94204
ENST00000611403.1.p3,False,0.02704
ENST00000611403.1.p4,True,0.9354
ENST00000611403.1.p5,False,0.04158
ENST00000611403.1.p6,True,0.98493
ENST00000619065.1.p1,False,0.01174
ENST00000619065.1.p2,True,0.94204
ENST00000619065.1.p3,True,0.98761
ENST00000619065.1.p4,True,0.93436
ENST00000619065.1.p5,False,0.02916
ENST00000342888.3.p1,False,0.09398
ENST00000342888.3.p2,True,0.573
ENST00000611876.1.p1,False,0.09398
ENST00000412448.5.p1,False,0.18064
ENST00000412448.5.p2,True,0.92429
ENST00000412448.5.p3,True,0.99977
ENST00000412448.5.p4,True,0.99517
ENST00000453783.2.p1,False,6e-05
ENST00000453783.2.p2,True,0.99742
ENST00000453783.2.p3,True,0.99517
ENST00000453783.2.p4,True,0.99697
ENST00000437537.1.p1,True,0.91743
ENST00000445651.1.p1,True,0.6308
ENST00000419447.5.p1,True,0.91657
ENST00000419447.5.p2,True,0.93197
ENST00000342005.5.p1,True,0.93197
ENST00000412938.5.p1,False,0.06647
ENST00000511549.1.p1,True,0.99811
ENST00000614596.2.p1,True,0.73588
ENST00000413981.5.p1,True,0.99293
ENST00000638240.1.p1,False,0.01615
ENST00000638240.1.p2,True,0.99457
ENST00000331444.12.p1,False,0.04599
ENST00000331444.12.p2,True,0.99417
ENST00000608842.1.p1,False,0.02945
ENST00000608842.1.p2,True,0.97086
ENST00000608842.1.p3,True,0.97063
ENST00000610940.4.p1,True,0.9917
ENST00000357068.11.p1,True,0.99146
ENST00000357068.11.p2,True,0.9917
ENST00000357068.11.p3,False,0.02999
ENST00000420436.5.p1,True,0.99459
ENST00000420436.5.p2,True,0.99393
ENST00000334029.6.p1,True,0.99393
ENST00000624224.1.p1,False,0.02972
ENST00000624224.1.p2,False,0.00416
ENST00000624224.1.p3,False,0.00385
ENST00000624224.1.p4,False,0.02373
ENST00000624224.1.p5,False,0.09188
ENST00000624224.1.p6,True,0.71974
ENST00000624224.1.p7,False,0.31569
ENST00000624224.1.p8,False,0.03637
ENST00000675671.1.p1,False,0.02196
ENST00000675671.1.p2,False,0.05897
ENST00000675671.1.p3,False,0.01081
ENST00000438934.5.p1,True,0.79347
ENST00000438934.5.p2,False,0.0546
ENST00000438934.5.p3,False,0.01756
ENST00000438934.5.p4,False,0.00704
ENST00000438934.5.p5,False,0.00231
ENST00000438934.5.p6,False,0.00123
ENST00000438934.5.p7,False,0.22605
ENST00000399539.4.p1,True,0.98788
ENST00000604539.1.p1,True,0.89889
ENST00000604539.1.p2,True,0.93098
ENST00000603208.1.p1,True,0.88611
ENST00000603208.1.p2,False,0.27499
ENST00000652053.1.p1,False,0.23241
ENST00000481698.1.p1,False,0.03015
ENST00000481698.1.p2,False,0.00018
ENST00000481698.1.p3,False,0.09602
ENST00000537045.5.p1,False,0.00047
ENST00000537045.5.p2,False,0.00721
ENST00000537045.5.p3,False,0.06501
ENST00000537045.5.p4,False,0.22767
ENST00000537045.5.p5,True,0.98027
ENST00000537045.5.p6,False,0.0196
ENST00000537045.5.p7,False,0.01991
ENST00000545799.5.p1,False,0.00047
ENST00000545799.5.p2,False,0.00721
ENST00000545799.5.p3,False,0.16733
ENST00000545799.5.p4,False,0.22767
ENST00000545799.5.p5,True,0.96552
ENST00000545799.5.p6,False,0.0196
ENST00000545799.5.p7,False,0.01991
ENST00000263196.12.p1,False,0.00047
ENST00000263196.12.p2,False,0.00721
ENST00000263196.12.p3,False,0.12389
ENST00000263196.12.p4,False,0.22767
ENST00000263196.12.p5,True,0.96826
ENST00000263196.12.p6,False,0.0196
ENST00000263196.12.p7,False,0.01991
ENST00000609958.1.p1,False,0.03825
ENST00000609958.1.p2,False,0.0147
ENST00000450724.1.p1,True,0.99026
ENST00000252137.11.p1,False,8e-05
ENST00000252137.11.p2,False,4e-05
ENST00000252137.11.p3,False,0.00615
ENST00000252137.11.p4,True,0.99723
ENST00000252137.11.p5,True,0.99719
ENST00000252137.11.p6,False,0.01443
ENST00000399635.4.p1,False,0.00056
ENST00000399635.4.p2,True,0.9979
ENST00000086933.3.p1,False,0.12426
ENST00000086933.3.p2,False,0.12698
ENST00000086933.3.p3,False,0.06921
ENST00000086933.3.p4,False,0.02677
ENST00000565162.2.p1,False,0.01514
ENST00000565162.2.p2,False,0.0366
ENST00000565162.2.p3,False,0.03995
ENST00000565162.2.p4,False,0.06614
ENST00000215882.10.p1,True,0.9825
ENST00000215882.10.p2,True,0.98621
ENST00000215882.10.p3,False,0.02603
ENST00000451283.5.p1,False,0.01697
ENST00000451283.5.p2,True,0.99695
ENST00000621271.4.p1,False,5e-05
ENST00000621271.4.p2,False,0.00011
ENST00000621271.4.p3,True,0.99461
ENST00000621271.4.p4,True,0.99478
ENST00000427926.6.p1,True,0.9947
ENST00000427926.6.p2,True,0.99493
ENST00000427926.6.p3,False,5e-05
ENST00000427926.6.p4,False,0.00011
ENST00000622493.4.p1,True,0.99882
ENST00000617926.4.p1,True,0.99868
ENST00000658236.1.p1,False,0.0405
ENST00000446618.1.p1,True,0.99896
ENST00000664918.1.p1,False,0.01927
ENST00000340170.8.p1,False,0.18926
ENST00000340170.8.p2,False,0.01482
ENST00000340170.8.p3,True,0.98614
ENST00000263208.5.p1,False,0.09183
ENST00000263208.5.p2,False,0.01482
ENST00000263208.5.p3,True,0.98224
ENST00000333130.4.p1,True,0.9997
ENST00000333130.4.p2,True,0.99973
ENST00000399562.9.p1,False,0.00396
ENST00000399562.9.p2,False,0.31706
ENST00000399562.9.p3,False,0.41231
ENST00000399562.9.p4,False,0.06088
ENST00000431090.1.p1,False,0.10076
ENST00000263202.15.p1,True,0.99764
ENST00000263202.15.p2,True,0.99902
ENST00000399523.5.p1,True,0.99729
ENST00000399523.5.p2,True,0.99882
ENST00000407835.6.p1,True,0.96172
ENST00000407835.6.p2,False,0.00067
ENST00000437685.6.p1,True,0.51091
ENST00000437685.6.p2,True,0.96163
ENST00000263201.7.p1,True,0.96217
ENST00000263201.7.p2,True,0.95848
ENST00000263201.7.p3,False,0.00022
ENST00000404724.7.p1,True,0.97451
ENST00000404724.7.p2,True,0.97171
ENST00000404724.7.p3,False,3e-05
ENST00000406028.1.p1,False,0.02411
ENST00000406028.1.p2,False,0.34839
ENST00000406028.1.p3,False,0.35805
ENST00000406028.1.p4,True,0.99393
ENST00000618236.2.p1,False,0.00805
ENST00000618236.2.p2,True,0.99744
ENST00000618236.2.p3,True,0.99942
ENST00000403084.1.p1,True,0.99393
ENST00000403084.1.p2,False,0.17716
ENST00000413119.2.p1,False,0.05037
ENST00000413119.2.p2,True,0.99393
ENST00000629028.1.p1,False,0.05912
ENST00000452326.1.p1,False,0.01869
ENST00000455784.7.p1,True,0.99858
ENST00000455784.7.p2,True,0.99866
ENST00000406395.5.p1,True,0.9981
ENST00000406395.5.p2,True,0.99816
ENST00000455843.5.p1,False,0.407
ENST00000455843.5.p2,True,0.99867
ENST00000455843.5.p3,False,0.12624
ENST00000455843.5.p4,False,0.04066
ENST00000455843.5.p5,False,0.06465
ENST00000383045.7.p1,True,0.99867
ENST00000383045.7.p2,False,0.03759
ENST00000438754.6.p1,False,0.03747
ENST00000438754.6.p2,True,0.9982
ENST00000366425.4.p1,True,0.54687
ENST00000366425.4.p2,True,0.58947
ENST00000332710.8.p1,True,0.98046
ENST00000332710.8.p2,True,0.98534
ENST00000332710.8.p3,True,0.70585
ENST00000332710.8.p4,False,0.00473
ENST00000329705.11.p1,True,0.98626
ENST00000329705.11.p2,True,0.9911
ENST00000329705.11.p3,False,0.00473
ENST00000359500.7.p1,True,0.98681
ENST00000359500.7.p2,True,0.99186
ENST00000359500.7.p3,False,0.00473
ENST00000649276.2.p1,True,0.97996
ENST00000649276.2.p2,True,0.98444
ENST00000649276.2.p3,True,0.70585
ENST00000649276.2.p4,False,0.00463
ENST00000329517.11.p1,False,0.01846
ENST00000329517.11.p2,True,0.75848
ENST00000329517.11.p3,True,0.79556
ENST00000329517.11.p4,False,0.30445
ENST00000329517.11.p5,False,0.00047
ENST00000329517.11.p6,False,0.16462
ENST00000403325.5.p1,False,0.12662
ENST00000403325.5.p2,False,0.0165
ENST00000403325.5.p3,True,0.79556
ENST00000403325.5.p4,False,0.0194
ENST00000403325.5.p5,False,0.00047
ENST00000405009.5.p1,False,0.32845
ENST00000405009.5.p2,False,0.00406
ENST00000407472.5.p1,True,0.99333
ENST00000407472.5.p2,False,0.1098
ENST00000407472.5.p3,False,0.0077
ENST00000407472.5.p4,False,0.21598
ENST00000407472.5.p5,False,0.23648
ENST00000328554.9.p1,False,0.05155
ENST00000328554.9.p2,True,0.99333
ENST00000328554.9.p3,False,0.1098
ENST00000328554.9.p4,False,0.08341
ENST00000328554.9.p5,False,0.0077
ENST00000328554.9.p6,False,0.21598
ENST00000328554.9.p7,False,0.23648
ENST00000405640.1.p1,False,0.02048
ENST00000405640.1.p2,True,0.99333
ENST00000405640.1.p3,False,0.1098
ENST00000405640.1.p4,False,0.0077
ENST00000405640.1.p5,False,0.21598
ENST00000405640.1.p6,False,0.23648
ENST00000400518.5.p1,True,0.99401
ENST00000400518.5.p2,False,0.02571
ENST00000542719.6.p1,True,0.99411
ENST00000542719.6.p2,False,0.02571
ENST00000462330.5.p1,True,0.99061
ENST00000462330.5.p2,False,0.02467
ENST00000400519.6.p1,True,0.99413
ENST00000400519.6.p2,False,0.00574
ENST00000400519.6.p3,False,0.02467
ENST00000400521.7.p1,True,0.99409
ENST00000400521.7.p2,True,0.9941
ENST00000400521.7.p3,False,0.02467
ENST00000400525.6.p1,False,0.01111
ENST00000400525.6.p2,True,0.99399
ENST00000400525.6.p3,True,0.99404
ENST00000400525.6.p4,False,0.02467
ENST00000485358.5.p1,True,0.99455
ENST00000491939.6.p1,False,0.00934
ENST00000491939.6.p2,True,0.99593
ENST00000491939.6.p3,True,0.99686
ENST00000334363.14.p1,True,0.99632
ENST00000334363.14.p2,False,0.00934
ENST00000676678.1.p1,True,0.99904
ENST00000403184.5.p1,True,0.99889
ENST00000403184.5.p2,False,0.18363
ENST00000361682.11.p1,True,0.99904
ENST00000403710.5.p1,True,0.99904
ENST00000407537.5.p1,True,0.99904
ENST00000678868.1.p1,True,0.99904
ENST00000678769.1.p1,True,0.98801
ENST00000678769.1.p2,True,0.99567
ENST00000428707.2.p1,True,0.9926
ENST00000428707.2.p2,True,0.99668
ENST00000428707.2.p3,False,0.02279
ENST00000406520.7.p1,True,0.99904
ENST00000678255.1.p1,True,0.99904
ENST00000449653.5.p1,True,0.99922
ENST00000449653.5.p2,True,0.99976
ENST00000263207.8.p1,False,0.05396
ENST00000263207.8.p2,True,0.98941
ENST00000263207.8.p3,True,0.99064
ENST00000263207.8.p4,False,0.00581
ENST00000263207.8.p5,False,7e-05
ENST00000401994.5.p1,True,0.98806
ENST00000401994.5.p2,False,0.00581
ENST00000401994.5.p3,False,7e-05
ENST00000406522.5.p1,True,0.98866
ENST00000406522.5.p2,False,0.00581
ENST00000406522.5.p3,False,7e-05
ENST00000406259.1.p1,True,0.99109
ENST00000406259.1.p2,False,0.00581
ENST00000406259.1.p3,False,7e-05
ENST00000401886.5.p1,False,0.15743
ENST00000401886.5.p2,False,0.03713
ENST00000401886.5.p3,True,0.9946
ENST00000401886.5.p4,True,0.99897
ENST00000420290.6.p1,True,0.89338
ENST00000420290.6.p2,True,0.93026
ENST00000420290.6.p3,False,0.07305
ENST00000420290.6.p4,False,0.01361
ENST00000420290.6.p5,True,0.98243
ENST00000432883.5.p1,True,0.93024
ENST00000432883.5.p2,True,0.98098
ENST00000432883.5.p3,False,0.07305
ENST00000432883.5.p4,False,0.01361
ENST00000432883.5.p5,True,0.99921
ENST00000434570.6.p1,True,0.99906
ENST00000434570.6.p2,False,0.07305
ENST00000434570.6.p3,False,0.00938
ENST00000434570.6.p4,False,0.01361
ENST00000447208.6.p1,False,0.01361
ENST00000447208.6.p2,True,0.99984
ENST00000447208.6.p3,False,0.07305
ENST00000456048.5.p1,True,0.99942
ENST00000456048.5.p2,False,0.00938
ENST00000456048.5.p3,False,0.07305
ENST00000456048.5.p4,False,0.01361
ENST00000398042.6.p1,True,0.99753
ENST00000398042.6.p2,True,0.99897
ENST00000398042.6.p3,False,0.07305
ENST00000398042.6.p4,False,0.01361
ENST00000327374.9.p1,False,0.07305
ENST00000327374.9.p2,False,0.01361
ENST00000327374.9.p3,True,0.99974
ENST00000401833.5.p1,True,0.99942
ENST00000401833.5.p2,False,0.15518
ENST00000401833.5.p3,False,0.03074
ENST00000600617.5.p1,False,0.04266
ENST00000601746.5.p1,False,0.04266
ENST00000596334.5.p1,False,0.04266
ENST00000609644.5.p1,False,0.01286
ENST00000383024.6.p1,True,0.99185
ENST00000383024.6.p2,False,0.00218
ENST00000351989.8.p1,True,0.99325
ENST00000351989.8.p2,False,0.00218
ENST00000407755.1.p1,True,0.99185
ENST00000407755.1.p2,False,0.00218
ENST00000412713.1.p1,False,0.12341
ENST00000252136.12.p1,False,9e-05
ENST00000252136.12.p2,True,0.98404
ENST00000252136.12.p3,False,0.06128
ENST00000403707.7.p1,False,9e-05
ENST00000403707.7.p2,False,0.04471
ENST00000403707.7.p3,True,0.98404
ENST00000403707.7.p4,False,0.06128
ENST00000404751.7.p1,True,0.98798
ENST00000404751.7.p2,False,9e-05
ENST00000439169.2.p1,True,0.98317
ENST00000439169.2.p2,False,9e-05
ENST00000430524.6.p1,True,0.99725
ENST00000430524.6.p2,True,0.99945
ENST00000402752.5.p1,True,0.99991
ENST00000331821.7.p1,True,0.99991
ENST00000331821.7.p2,True,0.99991
ENST00000334554.12.p1,True,0.99174
ENST00000334554.12.p2,True,0.99416
ENST00000334554.12.p3,False,0.08867
ENST00000334554.12.p4,False,0.00736
ENST00000334554.12.p5,False,0.00185
