PB.30360.1	PB.137292.1	256
PB.30360.1	PB.37826.1	256
PB.118864.1		4
PB.45357.3	PB.45357.1	0
PB.45357.3	ENST00000336737.8	256
PB.45357.3	PB.30360.2	256
PB.45357.3	PB.45357.4	256
PB.45357.3	PB.45357.2	256
PB.45357.3	PB.37826.1	256
PB.75667.1	ENST00000253413.10	0
PB.75667.1	ENST00000399796.6	256
PB.75667.1	PB.83098.2	256
PB.75667.1	ENST00000399798.6	256
PB.68187.1	PB.130819.2	0
PB.68187.1	PB.130819.3	256
PB.137294.6	PB.130819.6	0
PB.137294.6	ENST00000317582.10	256
PB.137294.6	ENST00000618481.4	256
PB.137294.6	ENST00000418951.6	256
PB.137294.6	PB.130819.4	256
PB.137294.6	PB.130819.2	256
PB.45360.1	ENST00000317361.11	0
PB.45360.1	ENST00000614949.4	256
PB.45360.1	ENST00000622694.5	256
PB.45360.1	ENST00000399765.5	256
PB.3799.2	ENST00000414725.6	0
PB.75670.1	PB.157386.1	0
PB.75670.1	ENST00000399744.8	256
PB.150483.1	ENST00000399744.8	0
PB.150483.1	ENST00000329627.11	256
PB.45363.1	PB.30364.2	0
PB.45363.1	ENST00000215794.8	256
PB.45363.1	PB.37831.1	256
PB.68191.2	PB.52887.1	0
PB.68191.2	PB.52887.2	256
PB.68191.2	ENST00000610959.4	256
PB.68191.2	PB.23004.1	256
PB.68191.2	PB.150503.1	256
PB.68191.2	ENST00000486209.5	256
PB.8639.2	ENST00000263196.12	0
PB.8639.2	ENST00000545799.5	256
PB.8639.2	ENST00000537045.5	256
PB.8639.2	PB.8639.6	256
PB.8639.2	PB.88761.1	256
PB.137296.1	ENST00000263196.12	0
PB.137296.1	ENST00000537045.5	256
PB.137296.1	ENST00000545799.5	256
PB.137296.1	PB.88761.1	256
PB.137296.1	PB.8639.6	256
PB.8639.5	ENST00000545799.5	0
PB.8639.5	ENST00000263196.12	256
PB.8639.5	ENST00000537045.5	256
PB.8639.5	PB.8639.6	256
PB.8639.5	PB.88761.1	256
PB.8639.7	ENST00000545799.5	0
PB.8639.7	ENST00000263196.12	256
PB.8639.7	ENST00000537045.5	256
PB.8639.7	PB.8639.6	256
PB.8639.7	PB.88761.1	256
PB.88761.3	ENST00000545799.5	0
PB.88761.3	ENST00000263196.12	256
PB.88761.3	ENST00000537045.5	256
PB.88761.3	PB.8639.6	256
PB.88761.3	PB.88761.1	256
PB.137296.2	ENST00000545799.5	0
PB.137296.2	ENST00000263196.12	256
PB.137296.2	ENST00000537045.5	256
PB.137296.2	PB.88761.1	256
PB.137296.2	PB.8639.6	256
PB.8639.8	ENST00000263196.12	0
PB.8639.8	ENST00000545799.5	256
PB.8639.8	ENST00000537045.5	256
PB.8639.8	PB.8639.6	256
PB.8639.8	PB.88761.1	256
PB.150485.3	ENST00000537045.5	0
PB.150485.3	PB.143804.2	256
PB.150485.3	ENST00000545799.5	256
PB.150485.3	ENST00000263196.12	256
PB.150485.3	PB.8639.6	256
PB.150485.3	PB.88761.1	256
PB.22978.1	ENST00000263196.12	0
PB.22978.1	ENST00000545799.5	256
PB.22978.1	PB.22978.2	256
PB.22978.1	PB.143804.2	256
PB.22978.1	ENST00000537045.5	256
PB.22978.1	PB.8639.6	256
PB.60588.1	ENST00000263196.12	0
PB.60588.1	PB.22978.2	256
PB.60588.1	PB.88761.1	256
PB.60588.1	ENST00000545799.5	256
PB.60588.1	PB.137296.4	256
PB.60588.1	PB.8639.6	256
PB.130824.2	ENST00000545799.5	0
PB.130824.2	PB.88761.1	256
PB.130824.2	ENST00000263196.12	256
PB.130824.2	PB.8639.6	256
PB.130824.2	PB.22978.2	256
PB.130824.2	PB.137296.4	256
PB.30368.1	PB.137296.4	0
PB.30368.1	PB.8639.6	256
PB.30368.1	PB.88761.1	256
PB.30368.1	ENST00000545799.5	256
PB.30368.1	ENST00000263196.12	256
PB.30368.1	PB.22978.2	256
PB.118872.1	PB.22980.1	0
PB.118872.1	PB.60590.2	256
PB.118872.1	PB.52891.1	256
PB.118872.1	PB.60590.1	256
PB.118872.1	PB.30370.1	256
PB.118872.1	PB.96076.1	256
PB.8641.1	ENST00000263208.5	0
PB.8641.1	ENST00000340170.8	256
PB.124747.1		4
PB.60592.2		4
PB.30372.2		4
PB.88763.1	PB.45368.1	0
PB.88763.1	PB.30374.5	256
PB.88763.1	PB.22985.1	256
PB.88763.1	PB.30374.6	256
PB.88763.1	PB.68198.2	256
PB.88763.1	PB.30374.8	256
PB.96081.1	PB.45369.1	0
PB.96081.1	PB.143807.1	256
PB.96081.1	ENST00000455843.5	256
PB.96081.1	PB.30375.3	256
PB.96081.1	PB.150487.1	256
PB.96081.1	PB.52896.1	256
PB.15679.1	PB.157393.1	0
PB.15679.1	PB.157393.2	256
PB.15679.1	PB.130828.1	256
PB.15679.1	PB.150487.1	256
PB.15679.1	PB.143807.1	256
PB.15679.1	ENST00000455784.7	256
PB.30375.1	ENST00000455784.7	0
PB.30375.1	ENST00000455843.5	256
PB.30375.1	PB.30375.3	256
PB.30375.1	PB.22986.3	256
PB.30375.1	ENST00000438754.6	256
PB.30375.1	ENST00000406395.5	256
PB.22986.2	ENST00000455843.5	0
PB.22986.2	PB.15679.2	256
PB.22986.2	PB.157393.1	256
PB.22986.2	ENST00000438754.6	256
PB.22986.2	PB.22986.3	256
PB.22986.2	PB.164519.2	256
PB.118876.1	PB.164519.2	0
PB.118876.1	PB.143807.1	256
PB.118876.1	PB.45369.1	256
PB.118876.1	PB.52896.1	256
PB.118876.1	PB.30375.3	256
PB.118876.1	ENST00000438754.6	256
PB.52897.2	ENST00000403325.5	0
PB.52897.2	PB.60595.2	256
PB.52897.2	ENST00000329517.11	256
PB.52897.2	PB.60595.1	256
PB.52897.2	PB.60595.3	256
PB.124752.1	ENST00000327374.9	0
PB.164521.3	PB.164521.4	0
PB.164521.3	ENST00000327374.9	256
PB.164521.3	PB.15682.4	256
PB.164521.3	PB.22989.7	256
PB.164521.3	PB.22989.5	256
PB.164521.3	ENST00000401833.5	256
PB.22989.4	PB.22989.5	0
PB.22989.4	ENST00000327374.9	256
PB.22989.4	PB.15682.4	256
PB.22989.4	PB.164521.4	256
PB.22989.4	PB.30378.4	256
PB.22989.4	PB.22989.7	256
PB.130830.1	ENST00000327374.9	0
PB.30378.7	PB.22989.3	0
PB.30378.7	ENST00000456048.5	256
PB.30378.7	ENST00000327374.9	256
PB.30378.7	PB.164521.1	256
PB.30378.7	PB.15682.4	256
PB.30378.7	PB.15682.5	256
PB.96085.1	ENST00000383024.6	0
PB.96085.1	PB.15683.1	256
PB.96085.1	PB.8643.2	256
PB.96085.1	PB.22991.1	256
PB.96085.1	PB.130831.1	256
PB.96085.1	ENST00000351989.8	256
PB.130832.2	ENST00000403707.7	0
PB.130832.2	PB.130832.3	256
PB.130832.2	ENST00000252136.12	256
PB.130832.2	PB.137304.5	256
PB.130832.2	PB.143812.4	256
PB.130832.2	PB.157398.5	256
PB.150492.3	ENST00000403707.7	0
PB.150492.3	ENST00000252136.12	256
PB.150492.3	PB.164523.2	256
PB.150492.3	PB.157398.1	256
PB.150492.3	ENST00000404751.7	256
PB.150492.3	PB.157398.5	256
PB.143812.3	ENST00000252136.12	0
PB.143812.3	ENST00000403707.7	256
PB.143812.3	PB.143812.5	256
PB.143812.3	PB.150492.9	256
PB.143812.3	PB.150492.8	256
PB.143812.3	PB.150492.5	256
PB.150492.4	ENST00000252136.12	0
PB.150492.4	ENST00000403707.7	256
PB.150492.4	PB.157398.5	256
PB.150492.4	PB.157398.1	256
PB.150492.4	ENST00000404751.7	256
PB.150492.4	ENST00000439169.2	256
PB.157398.2	ENST00000404751.7	0
PB.157398.2	PB.130832.3	256
PB.157398.2	PB.157398.1	256
PB.157398.2	ENST00000252136.12	256
PB.157398.2	PB.150492.6	256
PB.157398.2	PB.157398.5	256
PB.15684.4	ENST00000403707.7	0
PB.15684.4	PB.164523.2	256
PB.15684.4	ENST00000404751.7	256
PB.15684.4	ENST00000252136.12	256
PB.15684.4	PB.157398.1	256
PB.15684.4	PB.157398.5	256
PB.164523.1	PB.157398.5	0
PB.164523.1	ENST00000439169.2	256
PB.164523.1	PB.157398.1	256
PB.164523.1	ENST00000252136.12	256
PB.164523.1	PB.164523.2	256
PB.164523.1	ENST00000403707.7	256
PB.15684.6	ENST00000403707.7	0
PB.15684.6	PB.164523.2	256
PB.15684.6	ENST00000252136.12	256
PB.15684.6	PB.157398.1	256
PB.15684.6	PB.157398.5	256
PB.15684.6	ENST00000404751.7	256
PB.164523.3	ENST00000252136.12	0
PB.164523.3	PB.157398.1	256
PB.164523.3	ENST00000404751.7	256
PB.164523.3	PB.157398.5	256
PB.164523.3	PB.150492.6	256
PB.164523.3	ENST00000439169.2	256
PB.157398.4	ENST00000252136.12	0
PB.157398.4	PB.157398.1	256
PB.157398.4	ENST00000404751.7	256
PB.157398.4	PB.157398.5	256
PB.157398.4	PB.150492.6	256
PB.157398.4	ENST00000439169.2	256
PB.157398.3	PB.143812.4	0
PB.157398.3	ENST00000403707.7	256
PB.157398.3	PB.164523.2	256
PB.157398.3	PB.137304.5	256
PB.157398.3	PB.130832.3	256
PB.157398.3	PB.157398.5	256
PB.164523.4	PB.137304.5	0
PB.164523.4	PB.130832.3	256
PB.164523.4	PB.157398.5	256
PB.164523.4	PB.143812.4	256
PB.164523.4	ENST00000439169.2	256
PB.164523.4	ENST00000252136.12	256
PB.96086.2	ENST00000402752.5	0
PB.96086.2	PB.83116.3	256
PB.96086.2	PB.83116.2	256
PB.96086.2	PB.96086.3	256
PB.96086.2	PB.83116.5	256
PB.96086.4	PB.83116.2	0
PB.96086.4	ENST00000331821.7	256
PB.96086.4	ENST00000402752.5	256
PB.96086.4	PB.83116.5	256
PB.96086.4	PB.96086.3	256
PB.96086.4	PB.83116.3	256
PB.96086.5	ENST00000402752.5	0
PB.96086.5	PB.83116.3	256
PB.96086.5	PB.83116.2	256
PB.96086.5	PB.83116.5	256
PB.96086.5	ENST00000430524.6	256
PB.96086.5	PB.96086.3	256
PB.96086.6	ENST00000402752.5	0
PB.96086.6	PB.83116.2	256
PB.96086.6	PB.83116.5	256
PB.96086.6	PB.83116.3	256
PB.96086.6	ENST00000430524.6	256
PB.96086.6	PB.96086.3	256
PB.96086.7	PB.83116.2	0
PB.96086.7	ENST00000430524.6	256
PB.96086.7	PB.60600.2	256
PB.96086.7	PB.83116.5	256
PB.96086.7	PB.83116.7	256
PB.96086.7	ENST00000402752.5	256
PB.118882.3	PB.83116.3	0
PB.118882.3	ENST00000430524.6	256
PB.118882.3	PB.37843.1	256
PB.118882.3	PB.83116.5	256
PB.118882.3	PB.52901.2	256
PB.118882.3	PB.60600.4	256
PB.157400.1	ENST00000320602.11	0
PB.157400.1	ENST00000334554.12	256
PB.164524.1	ENST00000334554.12	0
PB.164524.1	ENST00000320602.11	256
PB.15686.1	ENST00000334554.12	0
PB.15686.1	ENST00000320602.11	256
PB.45374.1	ENST00000320602.11	0
PB.45374.1	ENST00000334554.12	256
PB.45375.1	ENST00000043402.8	0
PB.45375.1	PB.30383.1	256
PB.8645.1	ENST00000403682.7	0
PB.8645.1	PB.137306.1	256
PB.8645.1	ENST00000400451.7	256
PB.8645.1	PB.124755.1	256
PB.8645.1	PB.124755.2	256
PB.8645.1	PB.8645.2	256
PB.164525.2	ENST00000400451.7	0
PB.164525.2	ENST00000611540.4	256
PB.164525.2	PB.8645.2	256
PB.164525.2	PB.124755.1	256
PB.164525.2	PB.124755.2	256
PB.52905.1	PB.157402.1	0
PB.52905.1	PB.164526.1	256
PB.52905.1	ENST00000328879.9	256
PB.137307.5	PB.130835.4	0
PB.137307.5	ENST00000292733.11	256
PB.137307.5	PB.130835.6	256
PB.137307.5	PB.130835.5	256
PB.137307.5	PB.124756.4	256
PB.137307.5	PB.137307.6	256
PB.143814.1	PB.137307.2	0
PB.143814.1	PB.130835.4	256
PB.143814.1	PB.130835.2	256
PB.143814.1	PB.130835.3	256
PB.143814.1	ENST00000292733.11	256
PB.143814.1	PB.137307.11	256
PB.150496.1	PB.143814.3	0
PB.150496.1	PB.137307.3	256
PB.150496.1	PB.137307.4	256
PB.150496.1	PB.130835.4	256
PB.150496.1	PB.143814.4	256
PB.150496.1	PB.137307.1	256
PB.164527.1	PB.137307.4	0
PB.164527.1	ENST00000292733.11	256
PB.164527.1	PB.137307.3	256
PB.164527.1	PB.143814.4	256
PB.164527.1	PB.143814.3	256
PB.164527.1	PB.137307.1	256
PB.157403.1	ENST00000292733.11	0
PB.157403.1	PB.137307.4	256
PB.157403.1	PB.137307.3	256
PB.157403.1	PB.143814.3	256
PB.157403.1	PB.143814.4	256
PB.157403.1	PB.137307.1	256
PB.22996.1	PB.124756.1	0
PB.22996.1	PB.143814.8	256
PB.22996.1	PB.130835.6	256
PB.22996.1	PB.124756.4	256
PB.22996.1	PB.124756.5	256
PB.22996.1	PB.137307.9	256
PB.130836.3	PB.8646.1	0
PB.130836.3	PB.88768.1	256
PB.130836.3	PB.124757.1	256
PB.130836.3	PB.3810.5	256
PB.130836.3	PB.3810.4	256
PB.130836.3	ENST00000255882.11	256
PB.96093.2	PB.83121.1	0
PB.96093.2	ENST00000215730.12	256
PB.96093.2	PB.83121.2	256
PB.96093.2	PB.96093.3	256
PB.96093.2	PB.96093.1	256
PB.111574.1	ENST00000444039.1	0
PB.88771.2	ENST00000646124.2	0
PB.88771.2	PB.8649.2	256
PB.88771.2	PB.3812.2	256
PB.88771.2	PB.3812.1	256
PB.8649.5	ENST00000646124.2	0
PB.8649.5	PB.8649.2	256
PB.8649.5	PB.3812.2	256
PB.8649.5	PB.3812.1	256
PB.8649.6	ENST00000646124.2	0
PB.8649.6	PB.8649.2	256
PB.8649.6	PB.3812.2	256
PB.8649.6	PB.3812.1	256
PB.23001.2	PB.8649.2	0
PB.23001.2	ENST00000646124.2	256
PB.23001.2	PB.137310.2	256
PB.23001.2	PB.3812.1	256
PB.23001.2	PB.164532.2	256
PB.23001.2	PB.164532.1	256
PB.75692.2	PB.75692.3	0
PB.75692.2	ENST00000215742.9	256
PB.75692.2	PB.83123.1	256
PB.75692.2	ENST00000399133.2	256
PB.75692.2	PB.45384.1	256
PB.75692.2	PB.23002.3	256
PB.52911.1	PB.45384.1	0
PB.52911.1	PB.23002.3	256
PB.60607.2	PB.45384.1	0
PB.60607.2	PB.23002.3	256
PB.37852.2	ENST00000292748.7	0
PB.52912.1	ENST00000292748.7	0
PB.15694.1		4
PB.96098.1	ENST00000407464.7	0
PB.96098.1	ENST00000443632.2	256
PB.96099.1	ENST00000407464.7	0
PB.96099.1	ENST00000443632.2	256
PB.164534.1	PB.150503.2	0
PB.164534.1	PB.52887.2	256
PB.164534.1	ENST00000611748.1	2048
PB.23004.2	PB.150503.1	0
PB.23004.2	PB.15696.1	256
PB.23004.2	PB.30396.1	256
PB.23004.2	ENST00000450651.5	256
PB.23004.2	ENST00000360806.9	256
PB.83126.1	ENST00000611748.1	0
PB.157411.1	ENST00000486209.5	0
PB.157411.1	ENST00000611748.1	2048
PB.37853.1	ENST00000611748.1	0
PB.37853.1	ENST00000450651.5	256
PB.37853.1	PB.15696.1	256
PB.37853.1	PB.150503.1	256
PB.45387.1	ENST00000611748.1	0
PB.45387.1	ENST00000450651.5	256
PB.45387.1	PB.15696.1	256
PB.45387.1	PB.150503.1	256
PB.150503.3	ENST00000450651.5	0
PB.150503.3	PB.15696.1	256
PB.150503.3	PB.150503.1	256
PB.150503.3	PB.30396.1	256
PB.150503.3	PB.23004.1	256
PB.150503.3	ENST00000360806.9	256
PB.103709.1	PB.52915.2	0
PB.103709.1	ENST00000545681.2	256
PB.103709.1	ENST00000458578.6	256
PB.103709.1	ENST00000342192.9	256
PB.103709.1	PB.96101.2	256
PB.52915.3	ENST00000342192.9	0
PB.52915.3	ENST00000458578.6	256
PB.52915.3	ENST00000545681.2	256
PB.52915.3	PB.52915.2	256
PB.15697.1	ENST00000342192.9	0
PB.15697.1	ENST00000458578.6	256
PB.15697.1	ENST00000545681.2	256
PB.103710.1	PB.137312.1	16
PB.103710.1	PB.52915.2	256
PB.103710.1	ENST00000342192.9	256
PB.103710.1	ENST00000545681.2	256
PB.103710.1	ENST00000458578.6	256
PB.88773.1	PB.68214.4	0
PB.88773.1	PB.68214.2	256
PB.88773.1	ENST00000292778.11	256
PB.88773.1	PB.75695.4	256
PB.88773.1	PB.83129.2	256
PB.88773.1	PB.75695.5	256
PB.60609.1	PB.68214.4	0
PB.60609.1	ENST00000292778.11	256
PB.60609.1	PB.68214.2	256
PB.60609.1	PB.75695.5	256
PB.60609.1	PB.83129.2	256
PB.60609.1	PB.75695.4	256
PB.60609.2	PB.68214.4	0
PB.60609.2	ENST00000292778.11	256
PB.60609.2	PB.68214.2	256
PB.60609.2	PB.75695.5	256
PB.60609.2	PB.83129.2	256
PB.60609.2	PB.75695.4	256
PB.75695.1	PB.75695.5	0
PB.75695.1	PB.83129.2	256
PB.75695.1	PB.75695.3	256
PB.75695.1	PB.68214.4	256
PB.75695.1	ENST00000292778.11	256
PB.75695.1	PB.68214.2	256
PB.75695.2	ENST00000292778.11	0
PB.75695.2	PB.68214.4	256
PB.75695.2	PB.68214.2	256
PB.75695.2	PB.83129.3	256
PB.75695.2	PB.75695.5	256
PB.75695.2	PB.75695.4	256
PB.60609.4	PB.68214.4	0
PB.60609.4	ENST00000292778.11	256
PB.60609.4	PB.68214.2	256
PB.60609.4	PB.83129.2	256
PB.60609.4	PB.75695.4	256
PB.60609.4	PB.75695.3	256
PB.52917.1	PB.68214.4	0
PB.52917.1	ENST00000292778.11	256
PB.52917.1	PB.68214.2	256
PB.52917.1	PB.75695.4	256
PB.52917.1	PB.83129.2	256
PB.52917.1	PB.75695.5	256
PB.52917.5	PB.68214.4	0
PB.52917.5	ENST00000292778.11	256
PB.52917.5	PB.68214.2	256
PB.52917.5	PB.75695.4	256
PB.52917.5	PB.83129.2	256
PB.52917.5	PB.75695.5	256
PB.52917.3	PB.68214.4	0
PB.52917.3	ENST00000292778.11	256
PB.52917.3	PB.68214.2	256
PB.52917.3	PB.75695.4	256
PB.52917.3	PB.83129.2	256
PB.52917.3	PB.75695.5	256
PB.45389.2	PB.68214.4	0
PB.45389.2	ENST00000292778.11	256
PB.45389.2	PB.68214.2	256
PB.45389.2	PB.75695.4	256
PB.45389.2	PB.83129.2	256
PB.45389.2	PB.75695.5	256
PB.37856.1	PB.52918.1	0
PB.83130.1	PB.52918.1	0
PB.83131.1		4
PB.88774.1	PB.150505.1	0
PB.88774.1	ENST00000681338.1	256
PB.88774.1	ENST00000679795.1	256
PB.88774.1	PB.124765.1	256
PB.88774.1	PB.8652.2	256
PB.88774.1	PB.143822.1	256
PB.143822.2	PB.143822.1	0
PB.143822.2	PB.8652.2	256
PB.143822.2	ENST00000679827.1	256
PB.143822.2	PB.45390.1	256
PB.143822.2	ENST00000680061.1	256
PB.143822.2	ENST00000679534.1	256
PB.45390.2	ENST00000679534.1	0
PB.45390.2	PB.124765.1	256
PB.45390.2	ENST00000681956.1	256
PB.45390.2	PB.150505.1	256
PB.45390.2	PB.143822.5	256
PB.45390.2	PB.124765.2	256
PB.150505.4	ENST00000679534.1	0
PB.150505.4	ENST00000681338.1	256
PB.150505.4	PB.150505.1	256
PB.150505.4	PB.157414.1	256
PB.150505.4	ENST00000680393.1	256
PB.150505.4	ENST00000680094.1	256
PB.150505.5	ENST00000335025.12	0
PB.150505.5	ENST00000680061.1	256
PB.150505.5	PB.143822.5	256
PB.150505.5	ENST00000681338.1	256
PB.150505.5	ENST00000679477.1	256
PB.150505.5	PB.143822.1	256
PB.103713.1	ENST00000679477.1	0
PB.103713.1	ENST00000681338.1	256
PB.103713.1	ENST00000680109.1	256
PB.103713.1	PB.143822.3	256
PB.103713.1	PB.157414.1	256
PB.103713.1	PB.88774.3	256
PB.3813.1	ENST00000215832.11	0
PB.3813.1	PB.8654.1	256
PB.3813.1	PB.88775.1	256
PB.3814.2	ENST00000263212.10	0
PB.3814.2	PB.8655.1	256
PB.3814.2	ENST00000407142.5	256
PB.3814.2	PB.88776.2	256
PB.75701.1	PB.164538.1	0
PB.75701.1	ENST00000263212.10	256
PB.75701.1	ENST00000397495.8	256
PB.75701.1	PB.68217.1	256
PB.3814.4	PB.164538.1	0
PB.3814.4	PB.68217.1	256
PB.3814.4	ENST00000263212.10	256
PB.3814.4	ENST00000397495.8	256
PB.8656.1	PB.137316.2	0
PB.8656.1	ENST00000357179.10	256
PB.8656.1	ENST00000398793.6	256
PB.8656.1	PB.143826.5	256
PB.124768.2	ENST00000357179.10	0
PB.124768.2	PB.143826.5	256
PB.124768.2	PB.137316.2	256
PB.124768.2	ENST00000398793.6	256
PB.143826.2	ENST00000357179.10	0
PB.143826.2	PB.143826.5	256
PB.143826.2	PB.137316.2	256
PB.143826.2	ENST00000398793.6	256
PB.137316.1	ENST00000357179.10	0
PB.137316.1	PB.137316.2	256
PB.137316.1	PB.143826.5	256
PB.137316.1	ENST00000398793.6	256
PB.88777.1	PB.143826.5	0
PB.88777.1	ENST00000357179.10	256
PB.88777.1	PB.137316.2	256
PB.88777.1	ENST00000398793.6	256
PB.143826.1	ENST00000357179.10	0
PB.143826.1	PB.143826.5	256
PB.143826.1	PB.137316.2	256
PB.143826.1	ENST00000398793.6	256
PB.124768.1	PB.143826.5	0
PB.124768.1	ENST00000357179.10	256
PB.124768.1	PB.137316.2	256
PB.124768.1	ENST00000398793.6	256
PB.137316.3	PB.137316.2	0
PB.137316.3	ENST00000357179.10	256
PB.137316.3	PB.143826.5	256
PB.137316.3	ENST00000398793.6	256
PB.88777.3	ENST00000357179.10	0
PB.88777.3	PB.143826.5	256
PB.88777.3	PB.137316.2	256
PB.88777.3	ENST00000398793.6	256
PB.143826.3	PB.143826.5	0
PB.143826.3	ENST00000357179.10	256
PB.143826.3	PB.137316.2	256
PB.143826.3	ENST00000398793.6	256
PB.88777.2	PB.143826.5	0
PB.88777.2	ENST00000357179.10	256
PB.88777.2	PB.137316.2	256
PB.88777.2	ENST00000398793.6	256
PB.88777.4	PB.143826.5	0
PB.88777.4	ENST00000357179.10	256
PB.88777.4	PB.137316.2	256
PB.88777.4	ENST00000398793.6	256
PB.8656.2	ENST00000357179.10	0
PB.8656.2	PB.143826.5	256
PB.8656.2	PB.137316.2	256
PB.8656.2	ENST00000398793.6	256
PB.88777.5	PB.143826.5	0
PB.88777.5	ENST00000357179.10	256
PB.88777.5	PB.137316.2	256
PB.88777.5	ENST00000398793.6	256
PB.150507.1	PB.137316.2	0
PB.150507.1	ENST00000398793.6	256
PB.150507.1	ENST00000357179.10	256
PB.150507.1	PB.143826.5	256
PB.143826.4	PB.137316.2	0
PB.143826.4	ENST00000357179.10	256
PB.143826.4	ENST00000398793.6	256
PB.143826.4	PB.143826.5	256
PB.137316.5	ENST00000398793.6	0
PB.137316.5	ENST00000357179.10	256
PB.137316.5	PB.137316.2	256
PB.137316.5	PB.143826.5	256
PB.137316.5	PB.45395.2	256
PB.137316.5	PB.52921.1	256
PB.88777.6	PB.137316.2	0
PB.88777.6	ENST00000398793.6	256
PB.88777.6	PB.143826.5	256
PB.88777.6	ENST00000357179.10	256
PB.150507.2	PB.143826.5	0
PB.150507.2	ENST00000357179.10	256
PB.150507.2	ENST00000398793.6	256
PB.150507.2	PB.137316.2	256
PB.137316.4	ENST00000398793.6	0
PB.137316.4	ENST00000357179.10	256
PB.137316.4	PB.143826.5	256
PB.137316.4	PB.137316.2	256
PB.130844.1	PB.137316.2	0
PB.130844.1	ENST00000357179.10	256
PB.130844.1	ENST00000398793.6	256
PB.130844.1	PB.143826.5	256
PB.130844.1	PB.45395.2	256
PB.130844.1	PB.52921.1	256
PB.45396.1	PB.130846.1	0
PB.45396.1	ENST00000302097.3	256
PB.23012.2	PB.15703.1	0
PB.23012.2	ENST00000398741.5	256
PB.23012.2	ENST00000405655.8	256
PB.23012.2	PB.23012.4	256
PB.23012.2	PB.164540.1	256
PB.23012.2	ENST00000543184.5	256
PB.37860.2	ENST00000398743.6	0
PB.37860.2	PB.15703.3	256
PB.37860.2	PB.23012.1	256
PB.37860.2	PB.15703.1	256
PB.37860.2	ENST00000398741.5	256
PB.37860.2	ENST00000405655.8	256
PB.37860.4	ENST00000398743.6	0
PB.37860.4	PB.23012.4	256
PB.37860.4	ENST00000543184.5	256
PB.37860.4	ENST00000405655.8	256
PB.37860.4	PB.143828.1	256
PB.37860.4	PB.15703.3	256
PB.124770.1	PB.124770.2	0
PB.124770.1	ENST00000263116.8	256
PB.124770.1	PB.130848.1	256
PB.124770.3	ENST00000263116.8	0
PB.124770.3	PB.124770.2	256
PB.124770.3	PB.130848.1	256
PB.88779.2	ENST00000263116.8	0
PB.88779.2	PB.124770.2	256
PB.88779.2	PB.130848.1	256
