rescue_candidate	mapping_hit	sam_flag	hit_filter_result	candidate_structural_category	rescue_result	exclusion_reason	best_match_for_candidate	best_match_id
PB.130815.5	PB.143795.2	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000447898.5
PB.130815.5	PB.164508.3	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000447898.5
PB.130815.6	ENST00000657965.1	0	Isoform	novel_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000657965.1
PB.111551.1	ENST00000447898.5	0	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000447898.5
PB.45356.1	ENST00000612619.1	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000612619.1
PB.45356.1	PB.150482.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000612619.1
PB.45356.1	ENST00000319363.11	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000612619.1
PB.143797.1	ENST00000319363.11	0	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000319363.11
PB.143797.1	ENST00000612619.1	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000319363.11
PB.143797.1	PB.150482.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000319363.11
PB.68184.2	ENST00000612619.1	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000612619.1
PB.68184.2	PB.150482.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000612619.1
PB.68184.2	ENST00000319363.11	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000612619.1
PB.130817.2	ENST00000319363.11	0	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000319363.11
PB.130817.2	ENST00000612619.1	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000319363.11
PB.130817.2	PB.150482.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000319363.11
PB.137291.1	ENST00000319363.11	0	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000319363.11
PB.137291.1	ENST00000612619.1	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000319363.11
PB.137291.1	PB.150482.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000319363.11
PB.157382.1	ENST00000612619.1	0	Isoform	novel_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000612619.1
PB.157382.1	PB.150482.1	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000612619.1
PB.157382.1	ENST00000319363.11	256	Isoform	novel_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000612619.1
PB.157383.1	ENST00000319363.11	0	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000319363.11
PB.157383.1	ENST00000612619.1	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000319363.11
PB.60584.1	ENST00000319363.11	0	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000319363.11
PB.60584.1	ENST00000612619.1	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000319363.11
PB.30360.1	PB.22970.1	0	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.22970.1
PB.30360.1	PB.137292.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.22970.1
PB.30360.1	PB.37826.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.22970.1
PB.118864.1	NA	4	NA	incomplete-splice_match	not_rescued	artifact_by_rules	unknown	unknown
PB.45357.3	PB.45357.1	0	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.45357.1
PB.45357.3	PB.30360.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.45357.1
PB.45357.3	ENST00000336737.8	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.45357.1
PB.45357.3	PB.45357.4	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.45357.1
PB.45357.3	PB.45357.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.45357.1
PB.45357.3	PB.37826.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.45357.1
PB.68185.3	PB.37826.1	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.37826.1
PB.68185.3	ENST00000155674.9	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.37826.1
PB.68185.3	PB.30360.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.37826.1
PB.68185.3	ENST00000336737.8	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.37826.1
PB.68185.3	PB.22970.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.37826.1
PB.68185.3	PB.45357.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.37826.1
PB.118865.1	ENST00000330232.8	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000330232.8
PB.118865.1	ENST00000262607.3	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000330232.8
PB.118865.1	PB.88756.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000330232.8
PB.118865.1	PB.137293.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000330232.8
PB.118865.1	ENST00000610390.4	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000330232.8
PB.118865.1	ENST00000399837.8	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000330232.8
PB.118866.1	ENST00000253413.10	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000253413.10
PB.118866.1	PB.103687.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000253413.10
PB.118866.1	ENST00000399796.6	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000253413.10
PB.118866.1	PB.96071.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000253413.10
PB.75667.1	ENST00000253413.10	0	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000253413.10
PB.75667.1	ENST00000399796.6	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000253413.10
PB.75667.1	PB.83098.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000253413.10
PB.75667.1	ENST00000399798.6	256	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000253413.10
PB.22971.2	ENST00000493680.5	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000493680.5
PB.22971.2	PB.45359.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000493680.5
PB.75668.1	PB.96072.1	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.96072.1
PB.75668.1	PB.137294.4	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.96072.1
PB.75668.1	ENST00000418951.6	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.96072.1
PB.75668.1	PB.130819.4	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.96072.1
PB.75668.1	PB.130819.6	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.96072.1
PB.75668.1	ENST00000317582.10	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.96072.1
PB.68187.1	PB.130819.2	0	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130819.2
PB.68187.1	PB.130819.3	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130819.2
PB.137294.6	PB.130819.6	0	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130819.6
PB.137294.6	ENST00000317582.10	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.130819.6
PB.137294.6	ENST00000618481.4	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.130819.6
PB.137294.6	ENST00000418951.6	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.130819.6
PB.137294.6	PB.130819.4	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130819.6
PB.137294.6	PB.130819.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130819.6
PB.22972.1	PB.137294.2	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.137294.2
PB.22972.1	ENST00000611738.4	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.137294.2
PB.22972.1	ENST00000616863.4	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.137294.2
PB.22972.1	ENST00000337612.9	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.137294.2
PB.22972.1	ENST00000538149.5	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.137294.2
PB.22972.1	ENST00000355028.4	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.137294.2
PB.111558.1	ENST00000614949.4	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000614949.4
PB.111558.1	ENST00000317361.11	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000614949.4
PB.111558.1	ENST00000622694.5	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000614949.4
PB.111558.1	ENST00000399765.5	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000614949.4
PB.45360.1	ENST00000317361.11	0	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000317361.11
PB.45360.1	ENST00000614949.4	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000317361.11
PB.45360.1	ENST00000622694.5	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000317361.11
PB.45360.1	ENST00000399765.5	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000317361.11
PB.45361.1	ENST00000441493.7	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000441493.7
PB.45361.1	PB.124742.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000441493.7
PB.3799.1	ENST00000441493.7	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000441493.7
PB.3799.1	ENST00000400561.6	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000441493.7
PB.3799.1	ENST00000383094.7	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000441493.7
PB.3799.1	ENST00000414725.6	256	Artifact	incomplete-splice_match	not_rescued	artifact_by_rules	reference_transcript	ENST00000441493.7
PB.3799.2	ENST00000414725.6	0	Artifact	novel_not_in_catalog	not_rescued	artifact_by_rules	unknown	unknown
PB.75670.1	PB.157386.1	0	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.157386.1
PB.75670.1	ENST00000399744.8	256	Isoform	novel_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.157386.1
PB.150483.1	ENST00000399744.8	0	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000399744.8
PB.150483.1	ENST00000329627.11	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000399744.8
PB.118869.1	ENST00000399744.8	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000399744.8
PB.118869.1	ENST00000329627.11	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000399744.8
PB.45363.1	PB.30364.2	0	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.30364.2
PB.45363.1	PB.37831.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.30364.2
PB.45363.1	ENST00000215794.8	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.30364.2
PB.118870.1	PB.150503.1	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.150503.1
PB.118870.1	ENST00000486209.5	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.150503.1
PB.118870.1	PB.52887.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.150503.1
PB.118870.1	ENST00000610959.4	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.150503.1
PB.118870.1	PB.30396.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.150503.1
PB.118870.1	PB.150503.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.150503.1
PB.68191.2	PB.52887.1	0	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.52887.1
PB.68191.2	PB.52887.2	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.52887.1
PB.68191.2	ENST00000610959.4	256	Isoform	novel_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.52887.1
PB.68191.2	PB.150503.1	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.52887.1
PB.68191.2	PB.23004.1	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.52887.1
PB.68191.2	ENST00000486209.5	256	Isoform	novel_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.52887.1
PB.68191.3	ENST00000611748.1	0	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000611748.1
PB.8639.2	ENST00000263196.12	0	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000263196.12
PB.8639.2	ENST00000545799.5	256	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000263196.12
PB.8639.2	ENST00000537045.5	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000263196.12
PB.8639.2	PB.8639.6	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000263196.12
PB.8639.2	PB.88761.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000263196.12
PB.137296.1	ENST00000545799.5	0	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000545799.5
PB.137296.1	ENST00000537045.5	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000545799.5
PB.137296.1	ENST00000263196.12	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000545799.5
PB.137296.1	PB.88761.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000545799.5
PB.137296.1	PB.8639.6	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000545799.5
PB.8639.5	ENST00000545799.5	0	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000545799.5
PB.8639.5	ENST00000263196.12	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000545799.5
PB.8639.5	ENST00000537045.5	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000545799.5
PB.8639.5	PB.8639.6	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000545799.5
PB.8639.5	PB.88761.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000545799.5
PB.45364.1	ENST00000537045.5	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000537045.5
PB.45364.1	PB.8639.6	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000537045.5
PB.45364.1	ENST00000263196.12	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000537045.5
PB.45364.1	PB.88761.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000537045.5
PB.45364.1	ENST00000545799.5	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000537045.5
PB.130824.1	ENST00000537045.5	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000537045.5
PB.130824.1	ENST00000545799.5	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000537045.5
PB.130824.1	ENST00000263196.12	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000537045.5
PB.130824.1	PB.8639.6	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000537045.5
PB.130824.1	PB.88761.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000537045.5
PB.124744.2	ENST00000263196.12	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000263196.12
PB.124744.2	ENST00000545799.5	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000263196.12
PB.124744.2	ENST00000537045.5	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000263196.12
PB.124744.2	PB.8639.6	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000263196.12
PB.124744.2	PB.88761.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000263196.12
PB.8639.7	ENST00000545799.5	0	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000545799.5
PB.8639.7	ENST00000263196.12	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000545799.5
PB.8639.7	ENST00000537045.5	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000545799.5
PB.8639.7	PB.8639.6	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000545799.5
PB.8639.7	PB.88761.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000545799.5
PB.88761.3	ENST00000263196.12	0	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000263196.12
PB.88761.3	ENST00000537045.5	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000263196.12
PB.88761.3	ENST00000545799.5	256	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000263196.12
PB.88761.3	PB.8639.6	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000263196.12
PB.88761.3	PB.88761.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000263196.12
