target_id	length	eff_length	est_counts	tpm
PB.37825.1	1850	1682.5	0	0
PB.52882.2	1709	1541.5	0	0
PB.83095.4	1175	1007.5	0	0
PB.8632.2	4399	4231.5	0	0
PB.75665.2	1330	1162.5	0.276447	5.91155
PB.22967.1	2192	2024.5	12.6908	155.83
PB.111552.1	522	354.501	2.83776	198.994
PB.111552.2	397	229.578	1.68027	181.941
PB.83096.1	977	809.501	6.97044	214.055
PB.103686.1	647	479.501	0	0
PB.52883.1	1717	1549.5	4	64.1727
PB.130816.1	3297	3129.5	14.2377	113.096
PB.124737.1	3641	3473.5	12.9397	92.6059
PB.111553.1	435	267.501	0	0
PB.150481.1	2707	2539.5	4.628	45.303
PB.143796.1	2858	2690.5	0.234458	2.16627
PB.111554.1	485	317.501	4.52786	354.512
PB.45356.1	1844	1676.5	2.15055	31.8881
PB.143797.1	2890	2722.5	12.1987	111.385
PB.75666.1	1180	1012.5	3	73.656
PB.68184.2	1396	1228.5	2.36786	47.9141
PB.130817.2	3363	3195.5	10.0325	78.046
PB.137291.1	3047	2879.5	0	0
PB.150482.1	2780	2612.5	0	0
PB.157382.1	2565	2397.5	8.15378	84.5439
PB.157383.1	2558	2390.5	5.31287	55.2488
PB.60584.1	1614	1446.5	0	0
PB.37826.1	1889	1721.5	0	0
PB.30360.1	2012	1844.5	0	0
PB.45357.1	1882	1714.5	11.4042	165.351
PB.45357.2	1783	1615.5	0	0
PB.124739.1	3472	3304.5	7.40354	55.695
PB.60585.3	1583	1415.5	0	0
PB.60585.2	1604	1436.5	0	0
PB.30360.2	1794	1626.5	32.8165	501.556
PB.96070.1	931	763.501	0.0248113	0.807835
PB.88755.1	3660	3492.5	17.7544	126.372
PB.118864.1	156	26.2634	0	0
PB.22970.1	2224	2056.5	0	0
PB.45357.3	1781	1613.5	0	0
PB.45357.4	1822	1654.5	0	0
PB.68185.2	1413	1245.5	0.00956171	0.190842
PB.137292.1	3023	2855.5	0.0332909	0.289818
PB.83097.1	1117	949.501	0	0
PB.68185.3	1529	1361.5	16.557	302.305
PB.52884.2	1739	1571.5	11.3285	179.201
PB.37827.1	1889	1721.5	11.5147	166.275
PB.157384.1	2586	2418.5	12.328	126.715
PB.137293.1	3053	2885.5	0	0
PB.88756.1	3817	3649.5	14.8233	100.97
PB.130818.1	3445	3277.5	0	0
PB.118865.1	230	75.5213	3.30829	1088.97
PB.8633.1	4408	4240.5	5.01393	29.393
PB.118866.1	266	106.054	6.73005	1577.51
PB.103687.1	637	469.501	57.0793	3022.21
PB.96071.1	954	786.501	2.1956	69.3962
PB.75667.1	1275	1107.5	0	0
PB.83098.2	1033	865.501	114.995	3302.89
PB.137294.1	3112	2944.5	0	0
PB.22971.2	2105	1937.5	9.24982	118.679
PB.137294.2	3120	2952.5	0	0
PB.130819.2	3375	3207.5	0	0
PB.130819.3	3388	3220.5	0	0
PB.143799.1	2959	2791.5	0	0
PB.130819.4	3275	3107.5	11.2682	90.1417
PB.103688.1	659	491.501	0	0
PB.96072.1	833	665.501	0	0
PB.137294.3	3145	2977.5	0	0
PB.75668.1	1282	1114.5	1.63131	36.3864
PB.137294.5	3099	2931.5	40.2575	341.38
PB.137294.4	3130	2962.5	0	0
PB.130819.6	3342	3174.5	62.1436	486.635
PB.68187.1	1387	1219.5	0	0
PB.30361.1	2010	1842.5	4.14871	55.9742
PB.37828.1	1934	1766.5	6.78957	95.5456
PB.137294.6	3235	3067.5	0	0
PB.45359.1	1829	1661.5	2.74533	41.0749
PB.30362.1	2083	1915.5	1.13986e-08	1.47928e-07
PB.157385.1	2628	2460.5	0.000531922	0.00537411
PB.22972.1	2227	2059.5	25.3191	305.611
PB.130820.1	3312	3144.5	32.5592	257.397
PB.111558.1	364	197.676	0	0
PB.45360.1	1757	1589.5	11.0892	173.429
PB.83099.2	1138	970.501	30.7755	788.301
PB.103689.1	673	505.501	18.9548	932.137
PB.96073.1	907	739.501	0	0
PB.103689.2	749	581.501	0	0
PB.75669.1	1288	1120.5	3.62122	80.3386
PB.111559.1	366	199.611	0	0
PB.22974.1	2134	1966.5	3	37.9236
PB.118868.1	314	149.442	0	0
PB.88758.1	3801	3633.5	0	0
PB.130821.2	3530	3362.5	0	0
PB.45361.1	1861	1693.5	0.649356	9.53191
PB.3798.1	6333	6165.5	13.5552	54.6536
PB.124742.1	3838	3670.5	6.13795	41.57
PB.8635.1	4741	4573.5	42.6575	231.862
PB.143801.1	2850	2682.5	11	101.938
PB.45362.1	1839	1671.5	0	0
PB.3799.1	6053	5885.5	66.1759	279.511
PB.3799.2	4831	4663.5	29.1085	155.163
PB.68190.1	1410	1242.5	2.4388	48.7935
PB.75670.1	1278	1110.5	5.00822	112.111
PB.68189.1	1459	1291.5	0	0
PB.157386.1	2675	2507.5	27.958	277.171
PB.150483.1	2778	2610.5	35.7362	340.303
PB.118869.1	218	66.3649	0	0
PB.130822.1	3316	3148.5	6.49102	51.2497
PB.143802.1	2967	2799.5	5.26667	46.7668
PB.30364.2	1987	1819.5	0	0
PB.45363.1	1745	1577.5	0	0
PB.37831.1	1854	1686.5	23	339.019
PB.103690.1	680	512.501	1.62811	78.9717
PB.103690.2	740	572.501	0	0
PB.118870.1	237	81.1201	2.32368	712.082
PB.83100.1	1156	988.501	7.43831	187.059
PB.52887.2	1633	1465.5	33.1667	562.598
PB.52887.1	1713	1545.5	0	0
PB.60587.1	1497	1329.5	15.6519	292.658
PB.68191.2	1341	1173.5	9.68514e-06	0.000205166
PB.68191.3	1404	1236.5	6.11686	122.975
PB.8637.1	4768	4600.5	27	145.895
PB.111560.1	459	291.501	0	0
PB.68192.1	1427	1259.5	4.80381	94.8133
PB.75671.1	1327	1159.5	7.14911	153.272
PB.75671.2	1232	1064.5	0	0
PB.96075.1	764	596.501	4.04708	168.66
PB.137295.1	3206	3038.5	6	49.0879
PB.8639.2	4582	4414.5	0	0
PB.137296.1	3101	2933.5	3.41363	28.9276
PB.8639.5	4330	4162.5	32.0934	191.665
PB.88761.1	4079	3911.5	0	0
PB.45364.1	1817	1649.5	18.0763	272.421
PB.8639.6	4210	4042.5	0.000817549	0.00502743
PB.130824.1	3427	3259.5	1.85653e-05	0.00014159
PB.124744.2	3739	3571.5	61.2962	426.643
PB.8639.7	4457	4289.5	2.65992e-08	1.5415e-07
PB.88761.3	3898	3730.5	0	0
PB.137296.2	3156	2988.5	0	0
PB.8639.8	4272	4104.5	0	0
PB.88761.4	4138	3970.5	13.7301	85.963
PB.143804.2	2976	2808.5	0	0
PB.150485.3	2667	2499.5	0	0
PB.22978.1	2171	2003.5	1.56441	19.4108
PB.22978.2	2119	1951.5	17.1166	218.038
PB.137296.4	2967	2799.5	2.52852e-06	2.24527e-05
PB.143804.4	2976	2808.5	9.01306	79.7774
PB.60588.1	1505	1337.5	9.49544	176.483
PB.130824.2	3427	3259.5	10.574	80.644
PB.124744.3	3511	3343.5	0	0
PB.30368.1	2076	1908.5	4.43139	57.7204
PB.118871.1	337	171.832	2	289.34
PB.22978.3	2096	1928.5	10.1945	131.41
PB.111562.1	469	301.501	4.55282	375.382
PB.83102.1	1122	954.501	0	0
PB.60589.1	1548	1380.5	8.82496	158.913
PB.22979.1	2161	1993.5	3.25204	40.5529
PB.45365.1	1713	1545.5	9.36667	150.66
PB.45365.2	1801	1633.5	0	0
PB.30369.1	2090	1922.5	0	0
PB.75673.1	1264	1096.5	8.00351	181.449
PB.52890.1	1717	1549.5	6	96.2591
PB.164515.1	2413	2245.5	10	110.705
PB.96076.1	913	745.501	34.12	1137.74
PB.60590.1	1578	1410.5	0	0
PB.118872.1	216	64.7992	4.47234	1715.72
PB.30370.1	2047	1879.5	0	0
PB.60590.2	1495	1327.5	79.2413	1483.88
PB.52891.1	1658	1490.5	0	0
PB.22980.1	2144	1976.5	21.1663	266.214
PB.3803.1	5362	5194.5	39.8256	190.59
PB.124745.1	3524	3356.5	12.2954	91.0619
PB.3803.3	5520	5352.5	0.0865682	0.402054
PB.37834.1	1876	1708.5	2.12998	30.9915
PB.8640.1	4415	4247.5	10.1388	59.3382
PB.75674.1	1309	1141.5	2.40181	52.3052
PB.60591.1	1596	1428.5	0	0
PB.157388.1	2514	2346.5	1	10.594
PB.75675.1	1203	1035.5	1.50532	36.1378
PB.118873.1	347	181.457	3	410.989
PB.88762.1	3789	3621.5	129.686	890.201
PB.75676.1	1292	1124.5	0	0
PB.60592.1	1597	1429.5	0	0
PB.130825.1	3336	3168.5	1.16857	9.1682
PB.75676.2	1351	1183.5	1.63677	34.3796
PB.83104.1	1099	931.501	0	0
PB.68194.1	1428	1260.5	0	0
PB.52892.1	1733	1565.5	0	0
PB.30371.1	1984	1816.5	0	0
PB.164516.1	2376	2208.5	0	0
PB.157389.1	2505	2337.5	0	0
PB.143805.1	2892	2724.5	0	0
PB.137298.1	3118	2950.5	0	0
PB.8641.1	4329	4161.5	15.4137	92.0745
PB.88762.2	3978	3810.5	0	0
PB.124746.1	3474	3306.5	9.53422	71.6801
PB.124747.1	3553	3385.5	14.0945	103.493
PB.60592.2	1535	1367.5	5	90.8918
PB.164517.1	2425	2257.5	9	99.1053
PB.164518.1	2395	2227.5	15.2712	170.427
PB.96077.1	950	782.501	61.1495	1942.63
PB.83105.1	1015	847.501	1.88646e-07	5.53337e-06
PB.150486.1	2780	2612.5	8.18031	77.8387
PB.68195.2	1385	1217.5	2.08512	42.5739
PB.45366.1	1743	1575.5	43.9802	693.938
PB.75677.1	1230	1062.5	6.84348	160.114
PB.111563.1	442	274.501	8.95658	811.113
PB.96078.1	808	640.501	0	0
PB.75677.2	1290	1122.5	25.142	556.795
PB.30372.2	2021	1853.5	0	0
PB.30372.1	1908	1740.5	8.07778	115.372
PB.124748.1	3501	3333.5	0	0
PB.30373.1	2100	1932.5	8	102.909
PB.3804.1	5092	4924.5	86.5348	436.828
PB.83107.1	1034	866.501	0	0
PB.103694.1	717	549.501	4.38924	198.565
PB.118874.1	274	112.958	0	0
PB.83107.3	1136	968.501	6.06205	155.597
PB.83107.4	1053	885.501	0	0
PB.3804.2	5061	4893.5	0	0
PB.96079.1	800	632.501	0	0
PB.83107.2	1096	928.501	47.5439	1272.9
PB.96079.2	937	769.501	7.16749	231.548
PB.96079.3	921	753.501	9.65777	318.622
PB.111564.1	446	278.501	3.41579	304.893
PB.111564.2	384	216.94	12.1562	1392.97
PB.124749.1	3648	3480.5	11.3313	80.9317
PB.22984.1	2188	2020.5	10.4199	128.199
PB.30374.1	2070	1902.5	0	0
PB.88763.1	4049	3881.5	11.23	71.9219
PB.37835.1	1951	1783.5	0	0
PB.30374.2	2012	1844.5	10.8599	146.362
PB.45368.1	1819	1651.5	5.87175	88.3834
PB.30374.3	1982	1814.5	7.79525	106.796
PB.45368.2	1821	1653.5	0	0
PB.37835.2	1967	1799.5	0	0
PB.52895.1	1670	1502.5	0	0
PB.130827.1	3381	3213.5	21.134	163.488
PB.45368.3	1744	1576.5	0	0
PB.83108.1	1130	962.501	35.9314	928.015
PB.30374.5	1980	1812.5	6.39771	87.7462
PB.45368.4	1880	1712.5	0	0
PB.157392.1	2626	2458.5	6.14704	62.1553
PB.22985.1	2138	1970.5	6.61549	83.4579
PB.68198.1	1363	1195.5	3.14685	65.4348
PB.130827.2	3436	3268.5	0	0
PB.45368.5	1787	1619.5	0	0
PB.30374.7	2042	1874.5	0	0
PB.30374.6	2089	1921.5	0	0
PB.68198.2	1407	1239.5	2.46077	49.3521
PB.30374.8	2012	1844.5	0	0
PB.52895.2	1669	1501.5	0	0
PB.45368.6	1727	1559.5	0	0
PB.52895.3	1695	1527.5	15.7304	256.001
PB.68198.3	1465	1297.5	0	0
PB.111565.1	508	340.501	9.1324	666.728
PB.68198.4	1369	1201.5	12.6888	262.53
PB.83108.2	1126	958.501	13.9077	360.699
PB.96080.1	913	745.501	4.74375e-08	1.58182e-06
PB.103695.1	664	496.501	9.90192	495.772
PB.111566.1	517	349.501	1.38709	98.6597
PB.118875.1	155	25.6798	0.779113	754.208
PB.68199.1	1384	1216.5	0	0
PB.96081.1	800	632.501	0	0
PB.15679.1	2335	2167.5	0	0
PB.30375.1	2047	1879.5	0	0
PB.157393.1	2554	2386.5	0	0
PB.150487.1	2778	2610.5	26.0756	248.31
PB.15679.2	2353	2185.5	0	0
PB.143807.1	2848	2680.5	0	0
PB.22986.1	2160	1992.5	4.63198	57.7897
PB.22986.2	2187	2019.5	0	0
PB.157393.2	2616	2448.5	0	0
PB.22986.3	2236	2068.5	0	0
PB.130828.1	3386	3218.5	4.68384	36.1769
PB.164519.2	2454	2286.5	0	0
PB.30375.3	1986	1818.5	41.0183	560.721
PB.45369.1	1855	1687.5	35.0089	515.723
PB.52896.1	1686	1518.5	0	0
PB.118876.1	293	129.991	4.58129	876.105
PB.118877.1	83	28.5	5	4361.21
PB.83109.1	1021	853.501	6.34871	184.912
PB.83109.2	1071	903.501	0	0
PB.60595.1	1465	1297.5	10.7773	206.483
PB.68200.1	1349	1181.5	0	0
PB.60595.2	1531	1363.5	0	0
PB.75678.1	1244	1076.5	3.44226	79.4898
PB.52897.2	1613	1445.5	0	0
PB.60595.3	1542	1374.5	14.9335	270.083
PB.157394.1	2637	2469.5	3.12207	31.4279
PB.150488.1	2683	2515.5	49	484.232
PB.45370.1	1825	1657.5	31.8871	478.237
PB.164520.1	2477	2309.5	26.3839	283.99
PB.157395.1	2558	2390.5	0	0
PB.15680.1	2269	2101.5	42.3113	500.506
PB.157395.2	2608	2440.5	0	0
PB.157395.3	2523	2355.5	0	0
PB.45371.1	1820	1652.5	8.13892	122.436
PB.30377.1	2136	1968.5	0	0
PB.150490.1	2747	2579.5	13.5497	130.58
PB.96083.1	968	800.501	14.567	452.366
PB.45372.2	1810	1642.5	6.45641	97.7165
PB.45372.1	1849	1681.5	4.13139	61.0775
PB.37837.1	1963	1795.5	0	0
PB.96083.2	951	783.501	0	0
PB.60597.1	1572	1404.5	0.033005	0.584171
PB.143809.1	2943	2775.5	0	0
PB.37837.3	1883	1715.5	0	0
PB.37837.2	1902	1734.5	0	0
PB.137301.1	3167	2999.5	0	0
PB.83110.1	984	816.501	0	0
PB.143809.2	2904	2736.5	12.0913	109.839
PB.137301.2	3142	2974.5	12.1162	101.259
PB.30377.3	2043	1875.5	8.11133	107.512
PB.37837.4	1953	1785.5	0	0
PB.60597.2	1513	1345.5	12.8941	238.227
PB.75680.1	1211	1043.5	0	0
PB.68201.1	1344	1176.5	0	0
PB.60596.1	1616	1448.5	0	0
PB.75679.1	1324	1156.5	33.2629	714.985
PB.52898.1	1675	1507.5	0	0
PB.75679.2	1279	1111.5	0	0
PB.68201.4	1453	1285.5	19.1813	370.926
PB.75679.3	1353	1185.5	0	0
PB.75679.4	1308	1140.5	5.7523	125.38
PB.83111.1	1117	949.501	0	0
PB.15681.3	2345	2177.5	7.1935	82.1228
PB.68201.5	1431	1263.5	0	0
PB.30376.1	2066	1898.5	20.0988	263.173
PB.103696.1	667	499.501	3.63084	180.698
PB.83111.3	1080	912.501	21.5279	586.477
PB.103697.1	697	529.501	1.43275	67.2646
PB.111567.1	534	366.501	8.60556	583.696
PB.118878.1	243	86.2022	2.94498	849.272
PB.124751.1	3564	3396.5	4.88691	35.7672
PB.88764.1	3941	3773.5	9.77983	64.4272
PB.124751.2	3664	3496.5	10.0443	71.4117
PB.88764.2	3819	3651.5	0	0
PB.118879.1	329	164.108	3.86713	585.791
PB.37839.1	1918	1750.5	0	0
PB.22988.1	2160	1992.5	0	0
PB.124751.3	3715	3547.5	0	0
PB.83112.1	500	332.501	0.628665	47.0012
PB.143810.1	2849	2681.5	10.3371	95.8304
PB.37840.1	1910	1742.5	8.02322	114.461
PB.164521.2	2392	2224.5	5.47292e-06	6.11602e-05
PB.157396.1	2563	2395.5	8.10538e-05	0.000841122
PB.22989.2	2138	1970.5	0	0
PB.164521.1	2408	2240.5	10.9256	121.222
PB.22989.1	2222	2054.5	0	0
PB.124752.1	3660	3492.5	0.00367808	0.0261798
PB.164521.3	2340	2172.5	4.58327	52.4442
PB.30378.3	2032	1864.5	0	0
PB.37840.3	1956	1788.5	0	0
PB.15682.1	2292	2124.5	7.70778	90.1892
PB.22989.3	2167	1999.5	0.00107171	0.0133241
PB.30378.1	2047	1879.5	0	0
PB.30378.2	2013	1845.5	0	0
PB.22989.4	2234	2066.5	6.55154	78.8115
PB.15682.3	2249	2081.5	0	0
PB.30378.4	2089	1921.5	0	0
PB.15682.4	2304	2136.5	0	0
PB.164521.4	2426	2258.5	0	0
PB.22989.5	2155	1987.5	0	0
PB.22989.6	2116	1948.5	0	0
PB.30378.5	2001	1833.5	0	0
PB.37840.4	2043	1875.5	0	0
PB.30378.6	1971	1803.5	0	0
PB.137302.1	3146	2978.5	0	0
PB.124752.2	3596	3428.5	0	0
PB.130830.1	3371	3203.5	17.2409	133.788
PB.15682.5	2310	2142.5	7.77201	90.1768
PB.22989.7	2194	2026.5	0	0
PB.30378.7	2050	1882.5	0	0
PB.157396.2	2608	2440.5	10	101.86
PB.45373.1	1825	1657.5	0	0
PB.164521.5	2356	2188.5	11	124.948
PB.52899.1	1723	1555.5	10.0883	161.224
PB.60598.1	1489	1321.5	0	0
PB.103698.1	642	474.501	4.14235	217.016
PB.88765.1	4113	3945.5	69.6527	438.852
PB.8643.2	4422	4254.5	0	0
PB.83113.1	953	785.501	14.9839	474.2
PB.130831.1	3421	3253.5	35.9807	274.916
PB.143811.1	3001	2833.5	21.0124	184.346
PB.88765.2	3874	3706.5	26.3703	176.862
PB.157397.1	2605	2437.5	0	0
PB.164522.1	2381	2213.5	0	0
PB.15683.1	2326	2158.5	0	0
PB.22990.1	2166	1998.5	9.24855	115.041
PB.22991.1	2088	1920.5	0	0
PB.37841.1	1870	1702.5	0	0
PB.96085.1	860	692.501	0	0
PB.130832.2	3336	3168.5	12.8574	100.874
PB.150492.3	2756	2588.5	1.44368	13.8645
PB.143812.3	2839	2671.5	21.2463	197.702
PB.150492.4	2771	2603.5	3.90381	37.2746
PB.143812.4	2922	2754.5	0	0
PB.157398.1	2456	2288.5	2.30619e-05	0.000250511
PB.143812.5	2889	2721.5	0	0
PB.83115.1	1110	942.501	5.4802	144.543
PB.37842.1	1903	1735.5	0	0
PB.124753.1	3592	3424.5	16.0916	116.811
PB.157398.2	2544	2376.5	0	0
PB.15684.4	2331	2163.5	0	0
PB.15684.5	2251	2083.5	0	0
PB.22992.1	2147	1979.5	0	0
PB.150492.6	2677	2509.5	10.0408	99.4634
PB.164523.1	2387	2219.5	0	0
PB.150492.5	2833	2665.5	0	0
PB.15684.6	2232	2064.5	0	0
PB.164523.2	2364	2196.5	0	0
PB.164523.3	2401	2233.5	0	0
PB.137304.5	3204	3036.5	0	0
PB.157398.4	2406	2238.5	0	0
PB.15684.8	2227	2059.5	0	0
PB.150492.9	2751	2583.5	9.07094	87.2822
PB.157398.5	2522	2354.5	0	0
PB.150492.8	2771	2603.5	0	0
PB.157398.3	2543	2375.5	0	0
PB.103699.1	733	565.501	0	0
PB.68203.2	1483	1315.5	1.70039	32.1321
PB.15684.9	2234	2066.5	0	0
PB.164523.4	2477	2309.5	13.1648	141.703
PB.130832.3	3352	3184.5	0	0
PB.157398.7	2572	2404.5	0	0
PB.83116.2	1106	938.501	12.8843	341.279
PB.83116.3	1053	885.501	0	0
PB.68204.1	1482	1314.5	0	0
PB.96086.2	816	648.501	0	0
PB.157399.1	2502	2334.5	0	0
PB.37843.1	1929	1761.5	8.95205	126.335
PB.75683.2	1331	1163.5	16.0311	342.514
PB.96086.3	981	813.501	72.7771	2223.92
PB.96086.4	810	642.501	0	0
PB.83116.4	1017	849.501	2.55402	74.7382
PB.83116.5	1057	889.501	0	0
PB.96086.5	823	655.501	0	0
PB.96086.6	961	793.501	46.2081	1447.61
PB.96086.7	892	724.501	0	0
PB.96086.8	914	746.501	18.5558	617.919
PB.60600.2	1575	1407.5	13.9289	246.008
PB.60600.4	1580	1412.5	10.9888	193.394
PB.83116.7	1336	1168.5	6.25917	133.159
PB.103700.1	684	516.501	197.279	9494.96
PB.111568.1	508	340.501	0	0
PB.52901.2	1668	1500.5	3.54797	58.7794
PB.118882.2	285	122.81	2.19609	444.529
PB.118882.3	364	197.676	0	0
PB.130833.1	3423	3255.5	48.4479	369.947
PB.143813.1	2903	2735.5	0.00993907	0.0903215
PB.150493.1	2751	2583.5	26.1307	251.435
PB.157400.1	2638	2470.5	0.245852	2.47384
PB.164524.1	2367	2199.5	0	0
PB.15686.1	2238	2070.5	0	0
PB.45374.1	1759	1591.5	0	0
PB.103701.1	639	471.501	2.16553	114.173
PB.124754.1	3614	3446.5	10.0118	72.2128
PB.22994.1	2134	1966.5	4	50.5648
PB.30383.1	2016	1848.5	3.69082	49.6348
PB.45375.1	1769	1601.5	6.30918	97.9327
PB.130834.1	3224	3056.5	5.7115	46.4524
PB.118884.1	357	191.182	0	0
PB.103702.1	614	446.501	7.22746	402.389
PB.96087.1	790	622.501	32.7358	1307.27
PB.8644.1	4536	4368.5	3.89006	22.1364
PB.75685.2	1173	1005.5	4.20861	104.049
PB.52903.1	1642	1474.5	12.1375	204.628
PB.83117.1	1030	862.501	0	0
PB.3808.1	5201	5033.5	14.0891	69.5816
PB.83118.1	1079	911.501	1	27.2725
PB.137306.1	3125	2957.5	3.87264	32.551
PB.124755.1	3696	3528.5	0	0
PB.8645.1	4163	3995.5	13.5848	84.5211
PB.124755.2	3752	3584.5	34.4555	238.953
PB.8645.2	4389	4221.5	7.81904	46.0435
PB.52904.1	1705	1537.5	0	0
PB.157401.1	2581	2413.5	17.2256	177.422
PB.164525.1	2438	2270.5	0	0
PB.164525.2	2415	2247.5	6.24536	69.078
PB.75686.1	1346	1178.5	0	0
PB.164526.1	2399	2231.5	0	0
PB.157402.1	2584	2416.5	11.1246	114.44
PB.68205.1	1518	1350.5	1.91903	35.3238
PB.15687.1	2322	2154.5	0	0
PB.150495.1	2722	2554.5	35.9564	349.907
PB.60602.1	1571	1403.5	0	0
PB.22995.1	2189	2021.5	0	0
PB.68206.1	1402	1234.5	4.03707	81.2937
PB.52905.1	1713	1545.5	0	0
PB.68207.1	1365	1197.5	2	41.518
PB.130835.1	3264	3096.5	0	0
PB.130835.2	3233	3065.5	0	0
PB.137307.2	3125	2957.5	0	0
PB.137307.1	3170	3002.5	0	0
PB.130835.3	3333	3165.5	0	0
PB.130835.4	3264	3096.5	8.86507e-08	7.11694e-07
PB.137307.3	3051	2883.5	0	0
PB.37845.1	1903	1735.5	10.1745	145.737
PB.137307.4	3181	3013.5	0	0
PB.137307.5	3156	2988.5	0	0
PB.143814.1	2909	2741.5	0	0
PB.137307.6	3083	2915.5	0	0
PB.150496.1	2806	2638.5	0	0
PB.130835.5	3387	3219.5	0.0628991	0.485666
PB.130835.6	3341	3173.5	0	0
PB.130835.7	3291	3123.5	0	0
PB.143814.2	2901	2733.5	0	0
PB.164527.1	2468	2300.5	0	0
PB.124756.1	3465	3297.5	0	0
PB.157403.1	2492	2324.5	0	0
PB.124756.2	3482	3314.5	18.1137	135.854
PB.130835.8	3352	3184.5	7.63749	59.6199
PB.124756.3	3699	3531.5	16.7685	118.037
PB.130835.9	3228	3060.5	36.7698	298.663
PB.137307.7	3081	2913.5	0	0
PB.143814.3	2943	2775.5	0	0
PB.124756.4	3361	3193.5	2.82446e-05	0.000219862
PB.157403.2	2608	2440.5	0	0
PB.22996.1	2175	2007.5	0	0
PB.137307.8	3139	2971.5	0	0
PB.137307.9	2996	2828.5	0	0
PB.130835.10	3351	3183.5	0	0
PB.137307.10	3158	2990.5	5.54743	46.1137
PB.143814.4	2983	2815.5	0	0
PB.157403.3	2632	2464.5	0	0
PB.130835.11	3291	3123.5	2.0858e-05	0.000166002
PB.137307.11	3168	3000.5	0	0
PB.124756.5	3486	3318.5	5.05978	37.9028
PB.143814.5	2956	2788.5	11	98.0628
PB.164527.2	2367	2199.5	9	101.719
PB.137307.12	3125	2957.5	0	0
PB.143814.6	2983	2815.5	0	0
PB.150496.2	2701	2533.5	0	0
PB.143814.8	2828	2660.5	0	0
PB.157403.4	2568	2400.5	10.1094	104.69
PB.164527.3	2505	2337.5	0	0
PB.164527.4	2469	2301.5	8.90971	96.2354
PB.22996.2	2199	2031.5	0	0
PB.30385.1	2087	1919.5	0	0
PB.37846.1	1956	1788.5	0	0
PB.45377.1	1816	1648.5	0	0
PB.52906.1	1713	1545.5	0	0
PB.60603.1	1545	1377.5	1.54704e-07	2.79184e-06
PB.68208.1	1430	1262.5	0	0
PB.75687.1	1318	1150.5	0	0
PB.103703.1	720	552.501	8.37718	376.918
PB.96089.1	953	785.501	4	126.589
PB.96090.1	818	650.501	0	0
PB.96090.2	809	641.501	2.14075	82.9567
PB.103704.1	666	498.501	0	0
PB.103704.2	764	596.501	0	0
PB.111570.1	536	368.501	0	0
PB.75688.1	1348	1180.5	0	0
PB.118886.1	337	171.832	3.8086	550.99
PB.96091.1	800	632.501	0	0
PB.60604.1	1584	1416.5	0	0
